DateofSale,Address,PostalCode,County,Price,NotFullMarketPrice,VATExclusive,DescriptionofProperty,PropertySizeDescription,lat,lng,address_types,formatted_address,transformed_address,YearMonth
2016-06-15,"14 CASTLEGROVE WEST, CASTLEBAR, MAYO",,15,45000.0,0,0,1,,53.8627292,-9.296362799999999,64,"14 Castlegrove, Carrowncurry, Castlebar, Co. Mayo, F23 KX77, Ireland",2282,201606
2017-01-31,"MENLOUGH GARDA STATION, MENLOUGH, BALLINASLOE",,6,50000.0,0,0,1,,53.42111,-8.5686495,62,"Menlough Garda Station, Ballinasloe, Menlough, Co. Galway, Ireland",3625,201701
2016-09-09,"14 The Gate, Millers Glen, Swords",,5,273127.75,0,1,0,greater than or equal to 38 sq metres and less than 125 sq metres,53.4716715,-6.242721899999999,44,"Longview Ave, Oldtown, Co. Dublin, Ireland",1507,201609
2016-02-17,"85 The Links, Elm Park, Merrion Road",Dublin 4,5,167117.0,0,0,1,,53.3138802,-6.2074079,44,"The Links, Elmpark, Merrion Rd, Dublin 4, Co. Dublin, Ireland",4614,201602
2015-01-16,"35 HIBERNIAN BUILDINGS, ALBERT RD, CORK",,3,116000.0,0,0,1,,51.89680269999999,-8.459844,64,"35 Albert Rd, Hibernian Buildings, Ballintemple, Cork, T12 DF1H, Ireland",1240,201501
2020-03-09,"49 ROYSTON, KIMMAGE RD WEST, DUBLIN 12",Dublin 12,5,377000.0,0,0,1,,53.3147752,-6.3114213,64,"49 Royston, Kimmage, Dublin, Ireland",6259,202003
2020-04-02,"BALLYGARDEN, PARKE, MAYO",,15,40000.0,0,0,1,,53.9075008,-9.201148000000002,57,"Parke, Co. Mayo, Ireland",414,202004
2019-10-29,"51 PAIRC NA GCAPALL, KILWORTH, CORK",,3,196000.0,0,0,1,,52.17457,-8.24058,57,"Knockanohill, Páirc Na gCapall, Co. Cork, Ireland",808,201910
2018-03-12,"No. 1 Lios Na Greine, Grillough, Lismire",,3,155000.0,1,1,0,,52.2277642,-8.943736,64,"1 Lios Na Gréine, Lios Maghair, Áth Trasna, Co. Contae Chorcaí, P51 Y8C7, Ireland",4625,201803
2016-04-04,"30 ARMSTRONGS  RANGE, ENNISCORTHY, CO WEXFORD",,24,46500.0,0,0,1,,52.5007731,-6.559818,62,"Armstrong's Range, The Shannon, Templeshannon, Enniscorthy, Co. Wexford, Ireland",5797,201604
2010-01-09,"Farnaught, Westport",,15,320000.0,0,0,1,,53.7748509,-9.5397889,58,"Farnaght, Co. Mayo, Ireland",414,201001
2018-05-04,"12 WHITE CASTLE LAWN, ATHY, KILDARE",,8,250000.0,0,0,1,,52.9989787,-6.9829498,64,"12 White Castle Lawn, Rathstewart, Athy, Co. Kildare, R14 TR74, Ireland",7564,201805
2014-08-28,"H140 BRU NA SIONNA, SHANNON, CLARE",,2,92000.0,0,0,1,,52.7075337,-8.8804669,62,"Brú Na Sionna, Shannon Town Centre, Tullyvarraga, Shannon, Co. Clare, Ireland",5249,201408
2020-12-22,"APT 25 WESTGATE, JOHNSTON COURT APTS, JOHN ST",,20,75000.0,0,0,1,,52.822473642491516,-7.744852870130693,0,,0,202012
2011-09-16,"Kilkelly Road, Swinford",,15,17000.0,0,0,1,,53.9381165,-8.9442217,63,"Kilkelly Rd, Co. Mayo, Ireland",5898,201109
2011-10-28,"34  Gilmartin Road, Tuam",,6,20000.0,0,0,1,,53.5112531,-8.8594964,64,"34 Gilmartin Rd, Townparks (2nd Division), Tuam, Co. Galway, H54 PF76, Ireland",3659,201110
2021-04-27,"14 RELDARE, MODEL FARM ROAD",,3,431700.0,0,1,0,,51.8913864,-8.5643579,44,"Reldare House, Model Farm Rd, Carrigrohane, Co. Cork, Ireland",4205,202104
2018-07-30,"67 CRESCENT HOUSE, HOWTH RD, CLONTARF DUBLIN 3",Dublin 5,5,317000.0,0,0,1,,53.3651686,-6.226705000000001,62,"Apartment 53, Crescent House, 51 Marino Cres, Howth Rd, Marino, Dublin 3, Ireland",1127,201807
2017-12-14,"UNIT 63, NORTHBANK CASTLEFORBES ROAD, DUBLIN1",Dublin 1,5,302095.0,0,0,1,,53.3497577,-6.232033899999999,37,"4 Castleforbes Rd, Dublin Docklands, Dublin, D01 YP22, Ireland",2269,201712
2011-12-21,"6 AMBERLEY DRIVE, GRANGE, DOUGLAS",,3,161500.0,0,0,1,,51.8705235,-8.4396639,63,"Grange Rd, Douglas, Cork, Ireland",5915,201112
2021-09-09,"58 Rathangan Manor, Rathangan, Co. Kildare",,8,255500.0,0,1,0,,53.2213785,-7.002091699999999,44,"Bracknagh Rd, Mullantine, Co. Kildare, Ireland",5971,202109
2020-12-18,"28 The Sycamores, Shandon, Dungarvan",,22,251101.0,0,1,0,,52.0981061,-7.6242554,64,"28 The Sycamores, Shandon Rd, Shandon, Dungarvan, Co. Waterford, X35 P088, Ireland",7189,202012
2021-03-30,"119 ELM MOUNT RD, BEAUMONT, DUBLIN 9",Dublin 9,5,440000.0,0,0,1,,53.3780553,-6.218110299999999,64,"9 Elm Mount Rd, Beaumont, Dublin, D09 A0W0, Ireland",3372,202103
2018-02-11,"RUSHESTOWN, NEWBRIDGE, BALLINASLOE",,6,55000.0,0,0,1,,52.822473642491516,-7.744852870130693,0,,0,201802
2011-11-18,"12 Headford Grove, Churchtown",,5,315010.0,0,0,1,,53.2927751,-6.258811,64,"12 Headford Grove, Churchtown Upper, Dublin 14, D14 C956, Ireland",4024,201111
2013-06-28,"7 Parkstown View, Ballivor",,16,150000.0,0,0,1,,53.53447329999999,-6.9559947,64,"7 Parkstown View, Glebe, Ballivor, Co. Meath, C15 W2Y6, Ireland",5573,201306
2020-09-18,"33 CENTRE ROAD, BALLYGANNON",,25,175000.0,0,0,1,,52.93829210000001,-6.2483206,58,"Ballygannon, Co. Wicklow, Ireland",425,202009
2016-01-02,"17 KILLIANS COURT, MULLAGH, CO CAVAN",,1,92500.0,0,0,1,,53.8113988,-6.950458599999999,64,"17 Killians Ct, Rantavan, Mullagh, Co. Cavan, A82 V673, Ireland",4394,201601
2010-04-30,"Kilcavan, Carnew",,25,330000.0,0,0,1,,52.7096658,-6.4992316,57,"Carnew, Co. Wicklow, Ireland",425,201004
2016-12-16,"4 ST CARTHAGES AVE, WATERFORD, WATERFORD",,22,130000.0,0,0,1,,52.255257,-7.120063699999999,64,"4 St Carthage's Ave, Waterford, X91 H6XH, Ireland",6634,201612
2011-01-19,"64 St. Davids Park, Artane, Dublin  5",Dublin 5,5,320000.0,0,0,1,,53.3818347,-6.2153851,64,"64 St David's Park, Beaumont, Dublin 5, D05 W7E2, Ireland",6641,201101
2018-09-10,"THE BUNGALLOW, FORGEFIELD, PALLASKENRY",,12,221000.0,0,0,1,,52.6461815,-8.867005,63,"Forge Field, Pallas, Co. Limerick, Ireland",3530,201809
2018-11-14,"38 COIS BAILE, LISTOWEL, KERRY",,7,138500.0,0,0,1,,52.4519434,-9.4719094,64,"38 Cois Baile, Ballygologue Rd, Dromin Upper, Listowel, Co. Kerry, V31 PX22, Ireland",2667,201811
2011-03-16,"1 stone Mews, Rathmines",Dublin 6,5,322500.0,0,0,1,,53.3198514,-6.2660589,62,"Stone Mews, Rathmines Park, Rathmines, Dublin 6, D06 Y5F7, Ireland",5021,201103
2019-08-21,"194 ROSAN GLAS, RAHOON RD, GALWAY",,6,290000.0,0,0,1,,53.2757164,-9.0899363,64,"194 Rosán Glas, Rahoon, Galway, Co. Galway, H91 PEY1, Ireland",6241,201908
2013-11-07,"29 Armada Cottages, Bundoran",,4,35000.0,0,0,1,,54.4820699,-8.2666179,64,"29 Armada Cottages, Drumacrin, Bundoran, Co. Donegal, F94 KP03, Ireland",1410,201311
2017-10-11,"5 MIDDLE THIRD TERRACE, KILLESTER, DUBLIN 5",Dublin 5,5,480000.0,0,0,1,,53.37513509999999,-6.2027961,64,"5 Middle Third Terrace, Clontarf West, Dublin 5, D05 DX43, Ireland",5029,201710
2014-11-20,"1 belfry avenue, st alphonsus rd, dundalk",,14,174878.72,0,1,0,greater than 125 sq metres,53.9975581,-6.386841899999999,64,"1 Belfry Ave, Marshes Lower, Dundalk, Co. Louth, Ireland",1752,201411
2021-11-10,"36 CURZON ST, DUBLIN 8, DUBLIN",Dublin 8,5,727000.0,0,0,1,,53.3338173,-6.2693876,64,"36 Curzon St, Portobello, Dublin, D08 P9XA, Ireland",3040,202111
2021-07-01,"MIDDLELINE SOUTH, MOUNTSHANNON, MOUNTSHANNON",,2,83000.0,0,0,1,,52.9361093,-8.4371654,58,"Mountshannon, Co. Clare, Ireland",399,202107
2019-12-02,"VELVETSTOWN, BUTTEVANT, CORK",,3,85000.0,0,0,1,,52.25982029999999,-8.6640392,58,"Velvetstown, Co. Cork, Ireland",400,201912
2010-12-05,"8 Droimneach, Bweeng, Mallow",,3,240000.0,0,0,1,,52.04521949999999,-8.7264546,64,"8 Droimneach, Beennamweel West, Bweeng, Co. Cork, P51 K1C0, Ireland",3203,201012
2021-07-30,"STONECREST, BALLINTLEA SOUTH, CRATLOE",,2,610000.0,0,0,1,,52.71178949999999,-8.7661648,58,"Ballintlea South, Co. Clare, Ireland",6485,202107
2017-01-24,"106 KNOCKMORE, ARKLOW, CO WICKLOW",,25,190000.0,0,0,1,,52.78463499999999,-6.1740647,64,"106 Knockmore, Money Little, Arklow, Co. Wicklow, Y14 FC90, Ireland",4454,201701
2017-10-20,"12 MAPLE DR, CASTLEPARK, MALLOW",,3,270000.0,0,0,1,,52.1351475,-8.6303204,64,"12 Maple Dr, Castlepark, Mallow, Co. Cork, P51 TKR8, Ireland",4858,201710
2018-10-19,"ST MARYS, CONG RD, HEADFORD",,6,97500.0,0,0,1,,53.47081,-9.1039853,63,"Castleview, Co. Galway, Ireland",404,201810
2016-07-29,"11 THE BOROUGH, MONEYGOURNEY, DOUGLAS",,3,45000.0,0,0,1,,51.8619283,-8.4076174,64,"11 The Borough, Moneygurney, Cork, Ireland",6955,201607
2020-08-21,"19 The Crescent, Heathfield, Carrigaline",,3,325990.0,0,1,0,,51.817905,-8.3914957,57,"Carrigaline, Co. Cork, Ireland",400,202008
2018-08-10,"14 WESLEY RD, RATHGAR, DUBLIN 6",Dublin 6,5,800000.0,0,0,1,,53.3135785,-6.2746669,64,"14 Wesley Rd, Rathfarnham, Dublin 6, D06 YF50, Ireland",7513,201808
2017-11-30,"74 NEWBOROUGH, HOLLYFORT RD, GOREY",,24,190000.0,0,0,1,,52.6765285,-6.306662299999999,64,"74 Newborough, Gorey corporation lands, Co. Wexford, Ireland",5272,201711
2017-03-29,"99 ST BRENDANS PARK, TRALEE, KERRY",,7,98000.0,0,0,1,,52.2788295,-9.704957499999999,64,"99 St Brendan's Park, Monavally, Tralee, Co. Kerry, V92 FY2D, Ireland",6623,201703
2017-01-06,"1 Elder Heath Dale, Elder Heath, Kiltipper Road",Dublin 24,5,255506.61,0,1,0,greater than or equal to 125 sq metres,53.2722426,-6.379993499999999,64,"1 Elder Heath Dr, Kiltipper, Co. Dublin, Ireland",3351,201701
2021-10-03,"1 TOWER ST, CORK, CORK",,3,202000.0,0,0,1,,51.89189709999999,-8.4719514,64,"1 Tower St, O'Connor Ville, Ballyphehane, Cork, T12 DWR6, Ireland",7269,202110
2018-07-26,"15 BLOOMFIELD PARK, PORTOBELLO, DUBLIN 8",Dublin 8,5,470000.0,0,0,1,,53.3301513,-6.272070900000001,64,"15 Bloomfield Park, Portobello, Dublin, D08 X8N5, Ireland",1879,201807
2019-02-18,"34 CORABBEY COURT, Distillery Walk, Midleton",,3,120000.0,0,0,1,,51.91376150000001,-8.1699006,64,"34 Corabbey Ct, Midleton, Co. Cork, Ireland",2805,201902
2018-07-12,"APT 40, CEDAR PLACE, RIDGEWOOD",,5,267500.0,0,0,1,,53.4485888,-6.2449195,64,"40 Cedar Pl, Ridgewood, Swords, Co. Dublin, K67 PW71, Ireland",2329,201807
2017-12-18,"WHITEHILLS, OLDCASTLE, MEATH",,16,200000.0,0,0,1,,53.7688998,-7.1532504,63,"Whitehills, Knockmacoony, Co. Meath, Ireland",677,201712
2016-01-12,"57 WATER VALE, ROOSKEY, COUNTY ROSCOMMON",,19,46000.0,0,0,1,,53.8317815,-7.9318954,64,"57 Water Vale, Roosky, Co. Roscommon, N41 F897, Ireland",7465,201601
2013-07-03,"14 Carrigwell, Carrignavaar, Co. Cork",,3,217500.0,0,0,1,,51.9896758,-8.4757018,64,"14 Carrigwell, Carrignavar, Co. Cork, T34 VY73, Ireland",2197,201307
2019-11-10,"19 HARMONY HILL, KILTOY, LETTERKENNY",,4,147000.0,0,0,1,,54.9699419,-7.6985197,64,"19 Harmony Hill, Kiltoy, Letterkenny, Co. Donegal, F92 EYD6, Ireland",3980,201911
2012-12-17,"31 Brookdale, Midleton",,3,140000.0,0,0,1,,51.92419890000001,-8.1773916,64,"31 Brookdale, Townparks, Midleton, Co. Cork, P25 E427, Ireland",2011,201212
2018-04-13,"15 EMMET ST, KILKENNY, KILKENNY",,9,132930.0,0,0,1,,52.6519762,-7.262699599999999,64,"15 Emmet St, Kilkenny, R95 PF68, Ireland",3399,201804
2011-08-22,"42 Ardroe, Claremorris",,15,45000.0,0,0,1,,53.72387639999999,-9.0017356,57,"Clare, Claremorris, Co. Mayo, Ireland",380,201108
2019-03-10,"STONESTOWN, CLOGHAN, BIRR",,18,220000.0,0,0,1,,37.7282649,-122.4794164,58,"Stonestown, San Francisco, CA 94132, USA",852,201903
2016-01-11,"160 MEADOWVIEW, DROGHEDA, CO LOUTH",,14,208000.0,0,0,1,,53.7061483,-6.344558399999999,64,"160 Meadow View, Bryanstown, Drogheda, Co. Louth, A92 HTP3, Ireland",4971,201601
2010-06-29,"62 SEVILLE LAWNS, CALLAN ROAD, KILKENNY",,9,285000.0,0,1,0,greater than 125 sq metres,52.63866179999999,-7.2715266,64,"62 Seville Lawns, Margaret's Fields, Callan Road, Co. Kilkenny, R95 Y8K1, Ireland",6380,201006
2021-09-30,"86 FASNET, CUSTOM HOUSE HARBOUR, I F S C DUBLIN 1",Dublin 1,5,320000.0,0,0,1,,53.35123720000001,-6.2482807,44,"3 Harbourmaster Pl, Dublin Docklands, Dublin, Ireland",3975,202109
2015-09-17,"64 OMOLLOY ST, TULLAMORE, OFFALY",,18,64000.0,0,0,1,,53.2741906,-7.5005978,64,"64 O'Molloy St, Kilcruttin, Tullamore, Co. Offaly, R35 HF38, Ireland",5341,201509
2015-10-21,"1 SPRINGFIELD COURT, NUNS WALK, DROGHEDA",,14,135000.0,1,0,1,,53.7194369,-6.340369,62,"Springfield Court, East Drogheda, Drogheda, Co. Louth, Ireland",2885,201510
2019-09-24,"48 ROS ARD, CAPPAGH RD, GALWAY",,6,316000.0,0,0,1,,53.2635363,-9.1212846,64,"48 Ros Ard, Galway, Co. Galway, H91 N63A, Ireland",6187,201909
2013-02-21,"21 Woodlands, Ratoath",,16,265000.0,0,0,1,,53.5066499,-6.473068899999999,64,"21 Woodlands, Brownstown, Ratoath, Co. Meath, A85 N599, Ireland",7702,201302
2016-07-26,"1 GLENVIEW CLOSE, BALLINGARRANE, CLONMEL",,21,175000.0,0,0,1,,52.3577581,-7.7342408,64,"1 Glenview Cl, Ballingarrane South, Clonmel, Co. Tipperary, E91 FC03, Ireland",3765,201607
2012-04-13,"6 Dolphin Road, Wexford",,24,57000.0,0,0,1,,52.3282365,-6.450636599999999,64,"6 Dolphin Rd, Maudlintown, Wexford, Y35 P8W2, Ireland",3159,201204
2014-03-12,"14 COLLEGE HEIGHTS, DUNDALK, CO LOUTH",,14,75000.0,0,0,1,,53.9865478,-6.3891938,64,"14 College Heights, Marshes Upper, Dundalk, Co. Louth, A91 KVP3, Ireland",2702,201403
2021-09-30,"5 ABBEYVALE WAY, SWORDS, DUBLIN",,5,381000.0,0,0,1,,53.46044939999999,-6.2541978,64,"5 Abbeyvale Way, Swords, Co. Dublin, K67 W2P0, Ireland",1203,202109
2012-04-27,"24 Brookwood Park, Artane",,5,320000.0,0,0,1,,53.3763075,-6.1989658,64,"24 Brookwood Park, Clontarf West, Dublin 5, D05 W282, Ireland",2021,201204
2016-12-22,"13 BERACH LODGE, KILBARRACK RD, RAHENY DUBLIN 5",Dublin 5,5,345000.0,0,0,1,,53.3857031,-6.1478991,62,"Berach Lodge, Kilbarrack Rd, Donaghmede, Dublin 5, Ireland",4699,201612
2017-03-15,"41 DELHURST TERRACE, ONGAR PARK, CLONSILLA DUBLIN 15",Dublin 15,5,223000.0,0,0,1,,53.3928216,-6.437450000000001,64,"41 Delhurst Terrace, Ongar Park, Dublin, D15 E2R0, Ireland",3117,201703
2021-02-26,"5 HAZELBROOK, DOONARD, TARBERT",,7,175000.0,0,0,1,,52.57161869999999,-9.379356,64,"5 Hazelbrook, Doonard Lower, Tarbert, Co. Kerry, V31 Y660, Ireland",4009,202102
2019-03-22,"17 THE AVENUE, ARD PATRICK, LADYSWELL",,3,167401.0,0,0,1,,52.34145239999999,-8.5253605,57,"Ardpatrick, Co. Limerick, Ireland",411,201903
2010-01-28,"4 Sandyford Hall Close, Sandyford, Dublin",,5,363000.0,0,0,1,,53.2624304,-6.213127699999999,64,"4 Sandyford Hall Walk, Murphystown, Dublin 18, D18 P7R8, Ireland",6307,201001
2017-03-24,"21 DONSCOURT, BISHOPSTOWN, CORK",,3,250000.0,0,0,1,,51.8774293,-8.513592100000002,64,"21 Donscourt, Bishopstown, Cork, T12 KNK8, Ireland",3168,201703
2014-12-22,"DONAGH PATRICK, HEADFORD, CO GALWAY",,6,109920.0,0,0,1,,53.475581,-9.046214299999999,58,"Donaghpatrick, Co. Galway, Ireland",404,201412
2021-05-25,"GALLEEN, MARINO AVE EAST, KILLINEY",,5,2400000.0,0,0,1,,53.25509899999999,-6.1150294,62,"Galleen, Marino Ave E, Killiney, Co. Dublin, Ireland",729,202105
2017-05-25,"AVONDALE, GRABALL RD, CROSSHAVEN",,3,170000.0,0,0,1,,52.822473642491516,-7.744852870130693,0,,0,201705
2019-09-05,"53 CONVENT COURT, DELGANY, WICKLOW",,25,490000.0,0,0,1,,53.1342647,-6.0898004,64,"53 Convent Ct, Delgany, Co. Wicklow, A63 W621, Ireland",2774,201909
2020-10-30,"CASTLECAREY, REDCASTLE, DONEGAL",,4,126250.0,0,0,1,,55.1594078,-7.1343331,57,"Culineen, Redcastle, Co. Donegal, Ireland",825,202010
2020-11-20,"18 INISH HOUSE, GOLDEN ISLAND, ATHLONE",,23,120000.0,0,0,1,,53.42166150000001,-7.9315804,62,"Apartment 28, Inish House, Golden Island, Athlone, Co. Westmeath, Ireland",1068,202011
2017-01-11,"106 ALTAN APT, WESTERN DISTRIBUTOR RD, KNOCKNACARRA",,6,180000.0,0,0,1,,53.2685725,-9.113144,63,"Western Distributor Rd, Galway, Ireland",3141,201701
2021-08-16,"BALLINACARROW, BALLYMOTE, CO SLIGO",,20,120000.0,0,0,1,,54.08982880000001,-8.5171827,57,"Ballymote, Co. Sligo, Ireland",419,202108
2018-06-12,"MOUNTCOAL, LISTOWEL, KERRY",,7,160000.0,0,0,1,,52.39511,-9.5220722,58,"Mountcoal, Co. Kerry, Ireland",405,201806
2020-03-12,"11 Barons Way, Lismullen Grove, Armagh Road",,14,193832.6,0,1,0,,54.01865,-6.40243,57,"Lisdoo, Lismullen Grove, Co. Louth, Ireland",702,202003
2020-05-29,"16 RIDGEWOOD CLOSE, FOREST RD, SWORDS",,5,288000.0,0,0,1,,53.4479897,-6.247267799999999,64,"16 Ridgewood Cl, Ridgewood, Swords, Co. Dublin, K67 V966, Ireland",6059,202005
2010-08-24,"54 Seapark, Malahide, Co. Dublin",,5,585000.0,0,0,1,,53.4471961,-6.139639499999999,64,"54 Seapark, Robswalls, Malahide, Co. Dublin, K36 Y640, Ireland",6359,201008
2016-08-23,"5 HAYWORTH TERRACE, ONGAR PARK, ONGAR DUBLIN 15",Dublin 15,5,230000.0,0,0,1,,53.3937272,-6.4383737,64,"15 Hayworth Terrace, Ongar Park, Dublin, D15 XY21, Ireland",4003,201608
2021-03-09,"56 CRAWFORD WOODS, GLANMIRE, CORK",,3,410000.0,0,0,1,,51.9214305,-8.4052633,64,"56 Crawford Woods, Church Hill, Poulacurry South, Glanmire, Co. Cork, T45 HY27, Ireland",2954,202103
2021-03-26,"26 O CURRY PLACE, LIMERICK, LIMERICK",,12,145469.0,0,0,1,,52.6580544,-8.6352352,64,"26 O'Curry St, O'Curry Pl, Limerick, V94 NY5P, Ireland",5334,202103
2013-08-07,"37 Mary's Lane, Church Street",Dublin 7,5,133000.0,0,0,1,,52.822473642491516,-7.744852870130693,0,,0,201308
2010-09-22,"Fishermans Lodge, Rosslare Harbour",,24,55000.0,1,0,1,,52.2461573,-6.338651599999999,62,"Fisherman's Lodge, Ballygillane Big, Rosslare Harbour, Co. Wexford, Ireland",4687,201009
2021-02-25,"44 HEATHFIELD, CLONARD, WEXFORD",,24,176000.0,0,0,1,,52.3325116,-6.489953700000001,64,"44 Heathfield, Clonard Rd, Whitemill North, Wexford, Y35 R1W7, Ireland",4032,202102
2012-12-21,"Doon, Borris in Ossory",,10,165000.0,0,0,1,,52.93917769999999,-7.6310983,57,"Townparks, Borris-in-Ossory, Co. Laois, Ireland",307,201212
2015-03-23,"20 O HARES MILL, DUNDALK",,14,39647.6,0,1,0,greater than or equal to 38 sq metres and less than 125 sq metres,54.0089177,-6.4015567,62,"O'Hare's Mills, Nicholas St, Townparks, Dundalk, Co. Louth, Ireland",5068,201503
2017-02-27,"9 MELEDON GROVE, FARMLEIGH, DUNMORE RD",,22,167000.0,0,0,1,,52.2393773,-7.0662041,64,"9 Meledon Grove, Farmleigh, Dunmore Road, Waterford, X91 RH1W, Ireland",4986,201702
2011-03-15,"4 Tymonville Drive, Tallaght",Dublin 24,5,268000.0,0,0,1,,53.3002974,-6.3519653,64,"4 Tymonville Dr, Tymon North, Dublin 24, D24 X3V2, Ireland",7316,201103
2020-11-16,"2 CREMORE DR, GRANGE MANOR, WATERFORD CITY",,22,207500.0,0,0,1,,52.2451505,-7.0932613,64,"2 Cremore Dr, Grange Manor, Waterford, X91 C4EK, Ireland",2959,202011
2021-01-11,"COOLCARRON, FERMOY, CO CORK",,3,190000.0,0,0,1,,52.1224673,-8.2822753,58,"Coolcarron, Co. Cork, Ireland",400,202101
2020-02-28,"128 DOLPHIN RD, DRIMNAGH, DUBLIN 12",Dublin 12,5,305000.0,0,0,1,,53.33503229999999,-6.3032999,64,"128 Dolphin Rd, Drimnagh, Dublin 12, D12 TN24, Ireland",3158,202002
2016-11-25,"46 KILLEGLAND HALL, ASHBOURNE, CO MEATH",,16,144000.0,0,0,1,,53.5107461,-6.401778999999999,62,"Killegland Hall, Killegland, Ashbourne, Co. Meath, Ireland",3937,201611
2021-11-22,"17 PORTSIDE COURT, WEST RD, EAST WALL DUBLIN 3",Dublin 3,5,368000.0,0,0,1,,53.3575828,-6.2357286,64,"3 Portside Ct, East Wall, Dublin, D03 A0W4, Ireland",5694,202111
2019-05-24,"30 ELM PK, BALLYMAGAN, BUNCRANA",,4,70000.0,0,0,1,,55.1553102,-7.4353695,64,"30 Elm Park, Ballymagan Upper, Buncrana, Co. Donegal, F93 E439, Ireland",3374,201905
2012-03-04,"25 The Hazels, Oakleigh Wood, Tulla Road  Ennis",,2,220000.0,0,0,1,,52.8580021,-8.9702316,64,"25 The Hazels, Ennis, Co. Clare, Ireland",7084,201203
2011-02-21,"Old School House, Culdaff",,4,80000.0,0,0,1,,55.2859437,-7.165135100000001,57,"Culdaff, Co. Donegal, Ireland",402,201102
2015-06-23,"Battlebridge, Leitrim Village",,11,69000.0,0,0,1,,53.995661,-8.080701,15,"Battlebridge Caravan & Camping Park, Lustia, Carrick-on-Shannon, Co. Leitrim, Ireland",2141,201506
2021-08-31,"58 CHILDERS EST, DUNGARVAN, WATERFORD",,22,80000.0,0,0,1,,52.0865442,-7.625679099999999,64,"58 Childers Estate, Dungarvan, Co. Waterford, Ireland",2412,202108
2017-09-06,"WHITE QUARRY RD, ARDBRACCAN, NAVAN",,16,306000.0,0,0,1,,53.653946,-6.7564724,58,"Ardbraccan, The Lane, Co. Meath, Ireland",917,201709
2017-03-23,"39 CRANNAGH RD, RATHFARNHAM, DUBLIN 14",Dublin 14,5,785000.0,0,0,1,,53.30187,-6.2770942,64,"39 Crannagh Road, Rathfarnham, Dublin 14, D14 NX63, Ireland",2949,201703
2016-12-19,"2 VESEY MEWS, VESEY PLACE, DUN LAOGHAIRE",,5,695000.0,0,0,1,,53.291299,-6.145831599999999,64,"2 Vesey Mews, Dún Laoghaire, Dublin, A96 EH39, Ireland",7372,201612
2012-08-15,"Furrigal, Kilsallagh, Westport",,15,130000.0,0,0,1,,53.80213070000001,-9.514346699999999,57,"Westport, Co. Mayo, Ireland",414,201208
2014-11-25,"73 Quignalecka, Ballina",,15,114475.0,0,1,0,greater than 125 sq metres,54.12213149999999,-9.1342231,64,"73 Quignalecka, Ballina, Co. Mayo, F26 Y0H1, Ireland",5753,201411
2016-07-22,"76 DROMROE, RHEBOGUE, LIMERICK",,12,125000.0,0,0,1,,52.6664821,-8.5984888,64,"76 Dromroe, Rhebogue, Limerick, V94 T9KN, Ireland",3209,201607
2013-11-15,"UNIT 2  BREMORE PASTURES DRIVE, HAMLET LANE, BALBRIGGAN",,5,90000.0,0,1,0,greater than or equal to 38 sq metres and less than 125 sq metres,53.6123473,-6.213206599999999,64,"2 Bremore Pastures Dr, Flemingtown, Balbriggan, Co. Dublin, K32 F583, Ireland",1962,201311
2019-06-13,"24 BROADMEADOW CASTLE, ASHBOURNE, MEATH",,16,175000.0,0,0,1,,53.5102711,-6.3978772,64,"24 Broadmeadow Castle, Milltown, Ashbourne, Co. Meath, Ireland",2003,201906
2014-03-14,"1 WEAVERS WALK, CLONSILLA, DUBLIN 15",,5,220000.0,0,0,1,,53.3830324,-6.4191093,62,"1 Weaver's Walk, Clonsilla, Dublin, D15 C7DX, Ireland",7493,201403
2014-03-25,"1 BEAUPARK ROAD, CLONGRIFFIN, DUBLIN 13",,5,140000.0,0,0,1,,53.40029999999999,-6.1515757,64,"1 Beau Park Rd, Clongriffin, Dublin, D13 YT96, Ireland",1661,201403
2020-06-29,"27 SHANCASTLE PARK, CLONDALKIN, DUBLIN 22",Dublin 22,5,175000.0,0,0,1,,53.3529984,-6.4034419,64,"Saint Martins, 27 Shancastle Park, Quarryvale, Dublin 22, D22 K1W7, Ireland",4917,202006
2020-07-22,"17 TARA COVE, BALBRIGGAN, DUBLIN",,5,255000.0,0,0,1,,53.6064966,-6.1896705,64,"17 Tara Cove, Balbriggan, Co. Dublin, K32 C782, Ireland",6862,202007
2019-06-21,"31 ADELAIDE SQ, PETER ST, DUBLIN 8",Dublin 8,5,423000.0,0,0,1,,53.3393153,-6.2681577,63,"Peter St, Dublin, Ireland",6560,201906
2017-11-20,"BALLYNATTI, CLERIHAN, CLONMEL",,21,207500.0,0,0,1,,52.4118971,-7.753067199999999,57,"Knockeevan, Clerihan, Co. Tipperary, Ireland",383,201711
2020-12-16,"4 CAHIRMORE, TULLAMORE, OFFALY",,18,172000.0,0,0,1,,53.27552550000001,-7.4933852,57,"Tullamore, Co. Offaly, Ireland",417,202012
2018-03-29,"81 ROS AN GLAS, RAHOON, GALWAY CITY",,6,270000.0,0,0,1,,53.2775253,-9.0914267,64,"81 Rosán Glas, Rahoon, Galway, Co. Galway, H91 TR6W, Ireland",6242,201803
2011-09-09,"9 GREEN TREES, PEARSE ROAD, SLIGO",,20,120000.0,0,0,1,,54.258164,-8.467669,63,"Pearse Rd, Sligo, Ireland",5995,201109
