DateofSale,Address,County,Price,NotFullMarketPrice,VATExclusive,DescriptionofProperty,formatted_address
2010-7-29,"20 Laurel Grove, Tagoat",Wexford,111400,No,No,Second-Hand Dwelling house /Apartment,"20 Laurel Grove, Fiveacre, Tagoat, Co. Wexford, Y35 CD42, Ireland"
2019-4-2,"WOODLANDS, LAGANARA RD, KEATSTOWN",Meath,455000,No,No,Second-Hand Dwelling house /Apartment,"Mountanville, Goatstown, Co. Dublin, Ireland"
2020-11-11,"GREENFIELDS, IRISHTOWN LANE, LUSK",Dublin,575000,No,No,Second-Hand Dwelling house /Apartment,"Irishtown, Co. Dublin, Ireland"
2020-3-27,"15 DUN NA RI, CONEYBORO, ATHY",Kildare,125000,No,No,Second-Hand Dwelling house /Apartment,"Apartment 20, Dun Na Rí, Coneyboro, Athy, Co. Kildare, Ireland"
2014-5-12,"10 THE ARCHES, OMAHONY AVE, BANDON",Cork,94000,No,No,Second-Hand Dwelling house /Apartment,"O'Mahoney Ave, Bandon, Co. Cork, Ireland"
2011-10-5,"34 Bramley View, Carpenterstown, Castleknock",Dublin,270000,No,No,Second-Hand Dwelling house /Apartment,"34 Bramley View, Carpenterstown, Dublin 15, D15 W7CT, Ireland"
2021-2-26,"1 ARD NA TUIRE, DROMISKIN, DUNDALK",Louth,173000,No,No,Second-Hand Dwelling house /Apartment,"1 Ard Na Túire, Dromiskin, Co. Louth, A91 A891, Ireland"
2017-11-12,"14 INSE BUILDING, CAPPAMORE, LIMERICK",Limerick,69000,No,No,Second-Hand Dwelling house /Apartment,"Gortnascarry, Cappamore, Co. Limerick, Ireland"
2020-7-10,"30 VILLAGE PARK, KILBRECK, STAMULLEN",Meath,237500,No,No,Second-Hand Dwelling house /Apartment,"Stadalt, Kilbreck, Co. Meath, Ireland"
2018-2-24,"14 UPPER BLUEPOOL, KANTURK, CORK",Cork,25000,No,No,Second-Hand Dwelling house /Apartment,"14 Bluepool Upper, Kanturk, Co. Cork, P51 Y2N5, Ireland"
2016-1-2,"54 WYCKHAM PLACE, DUNDRUM",Dublin,250000,No,No,Second-Hand Dwelling house /Apartment,"54 Wyckham Way, Dundrum, Dublin, Ireland"
2013-11-22,"119 ARD EASMUINN, DUNDALK, LOUTH",Louth,125000,No,No,Second-Hand Dwelling house /Apartment,"Glenwar, 119 Árd Easmuinn, Demesne, Dundalk, Co. Louth, A91 K5W0, Ireland"
2013-8-14,"71 CNOC CAISLEAN, BALLYGUNNER",Waterford,108899,No,Yes,New Dwelling house /Apartment,"71 Cnoic Caislean, Waterford, X91 RF7K, Ireland"
2010-10-20,"38 Belgium Square, Monaghan",Monaghan,205000,Yes,No,Second-Hand Dwelling house /Apartment,"38 Belgian Square, Coolshannagh, Monaghan, H18 KN63, Ireland"
2010-9-3,"10  Market Street, Tralee",Kerry,90000,No,No,Second-Hand Dwelling house /Apartment,"Tralee, Co. Kerry, Ireland"
2014-5-30,"APT 143, THE OLD DISTILLERY, NORTH ANNE ST DUBLIN 7",Dublin,141000,No,No,Second-Hand Dwelling house /Apartment,"The Old Distillery, 29 Beresford St, Anne St N, Dublin 7, Ireland"
2021-7-10,"4 HARBOUR VIEW, GLENGARRIFF, CORK",Cork,170000,No,No,Second-Hand Dwelling house /Apartment,"4, Harbour View, Glengarriff, Co. Cork, P75 W406, Ireland"
2017-2-5,"29 BEL ERNE, BELTURBET, CO CAVAN",Cavan,46000,No,No,Second-Hand Dwelling house /Apartment,"Erne Ct, Corporation Lands, Co. Cavan, Ireland"
2014-2-12,"65 ESKER HILLS, BALLINASLOE, GALWAY",Galway,55000,No,No,Second-Hand Dwelling house /Apartment,"65 Esker Fields, Dunlo, Ballinasloe, Co. Galway, H53 DD71, Ireland"
2019-12-19,"135 Barley Field, Wicklow Hills, Newtownmountkennedy",Wicklow,165436.75,Yes,Yes,New Dwelling house /Apartment,"152 Barleyfield, Wicklow hills, Moneycarroll, Co. Wicklow, Ireland"
2014-3-18,"6 BELARMINE PARK, STEPASIDE",Dublin,654342,No,No,Second-Hand Dwelling house /Apartment,"6 Belarmine Park, Belarmine Ave, Kilgobbin, Dublin 18, D18 K284, Ireland"
2021-5-21,"RATHMEW, DONAMON, CO. ROSCOMMON",Roscommon,97500,No,No,Second-Hand Dwelling house /Apartment,"Donamon, Toberkeagh, Co. Roscommon, Ireland"
2016-10-13,"18 MILLRACE GARDENS, SAGGART, DUBLIN",Dublin,265000,Yes,No,Second-Hand Dwelling house /Apartment,"18 Millrace Gardens, Saggart, Co. Dublin, D24 H583, Ireland"
2019-5-20,"32 NEW BANCROFT HALL, MAIN ST, TALLAGHT DUBLIN 24",Dublin,260000,No,No,Second-Hand Dwelling house /Apartment,"Apartment 73, New Bancroft Hall, Greenhills Rd Ext, Tallaght, Dublin 24, Ireland"
2014-7-21,"2 SOUTH TERRACE, O'CONNELL STREET, DUNGARVAN",Waterford,44000,No,No,Second-Hand Dwelling house /Apartment,"O'Connell St, Dungarvan, Co. Waterford, Ireland"
2017-6-27,"38 MONKSFIELD HEIGHTS, CLONDALKIN, DUBLIN 22",Dublin,220000,No,No,Second-Hand Dwelling house /Apartment,"38 Monksfield Heights, Redcow, Dublin 22, D22 DC83, Ireland"
2021-6-28,"26 ULVERTON RD, DALKEY, DUBLIN",Dublin,1630000,No,No,Second-Hand Dwelling house /Apartment,"26 Ulverton Rd, Dalkey, Co. Dublin, A96 V583, Ireland"
2013-8-23,"45 Ferrycarrig Road, Coolock, Dublin 17",Dublin,80000,No,No,Second-Hand Dwelling house /Apartment,"45 Ferrycarrig Rd, Priorswood, Dublin 17, D17 WY19, Ireland"
2020-10-14,"3 ARVOUGH, KINVARA, GALWAY",Galway,365000,No,No,Second-Hand Dwelling house /Apartment,"3 Arvough, Dungory West, Kinvarra, Co. Galway, H91 P8D8, Ireland"
2019-9-25,"14 WOODVIEW HEIGHTS, LUCAN, DUBLIN",Dublin,295000,No,No,Second-Hand Dwelling house /Apartment,"14 Woodview Heights, Lucan, Co. Dublin, K78 N8P0, Ireland"
2011-9-23,"apartment 13 millars hall, thomas street",Dublin,108000,No,No,Second-Hand Dwelling house /Apartment,"Millers Hall,Apartment 11, Thomas St, Saint Catherine's, Dublin 8, Ireland"
2019-3-27,"Apartment 26, Newtown Court, Newtown Manor",Kildare,220264,No,Yes,New Dwelling house /Apartment,
2012-11-1,"121 Ballygall Crescent, Finglas, Dublin 11",Dublin,60000,No,No,Second-Hand Dwelling house /Apartment,"121 Ballygall Cres, Finglas East, Dublin, D11 P5X9, Ireland"
2017-7-19,"Apt 23 New Bancroft Place, Main Street, Tallaght",Dublin,223954.03,No,Yes,New Dwelling house /Apartment,"New Bancroft Center, Bancroft Rd, Tallaght, Dublin 24, D24 V04C, Ireland"
2019-2-18,"29 Dun Eimear, Bettystown, Co. Meath",Meath,269790.75,No,Yes,New Dwelling house /Apartment,"29 Dun Eimear, Donacarney Great, Co. Meath, Ireland"
2018-1-30,"15 APPOLLONIAN SUITES, GALLWEYS HILL, TRAMORE",Waterford,125000,No,No,Second-Hand Dwelling house /Apartment,"Gallwey's Hill, Tramore West, Tramore, Co. Waterford, Ireland"
2014-6-16,"APARTMENT 2, GLENDOO HOUSE, SEA ROAD",Galway,110000,No,No,Second-Hand Dwelling house /Apartment,"Glendoo House, Sea Rd, Galway, Ireland"
2020-9-22,"7 CORNMARKET ROW, LITTLE GERALD GRIFFIN ST, LIMERICK",Limerick,120000,No,No,Second-Hand Dwelling house /Apartment,"7 Cornmarket Row, Limerick, V94 V9W0, Ireland"
2018-11-30,"BALLYHIAGUE, WILLIAMSTOWN, CO GALWAY",Galway,90000,No,No,Second-Hand Dwelling house /Apartment,"Ballyroe, Williamstown, Co. Galway, Ireland"
2017-11-15,"APT 16 BLOCK 3, COIS ABHAINN, SALLINS RD",Kildare,238500,No,No,Second-Hand Dwelling house /Apartment,"Sallins, Co. Kildare, Ireland"
2014-9-18,"RUPPLAGH, GLENROE, LIMERICK",Limerick,145100,No,No,Second-Hand Dwelling house /Apartment,"Ruppulagh, Co. Limerick, Ireland"
2014-10-13,"CONOBORO, RATHDOWNEY, PORTLAOIS",Laois,96500,No,No,Second-Hand Dwelling house /Apartment,"Conoboro Rd, Co. Laois, Ireland"
2015-4-22,"27 WILLOWWOOD LAWN, BLANCHARDSTOWN, DUBLIN 15",Dublin,165000,No,No,Second-Hand Dwelling house /Apartment,"27 Willow Wood Lawn, Hartstown, Dublin, D15 KFK3, Ireland"
2017-10-26,"ST ANNES, SYDENHAM RD, DUNDRUM DUBLIN 14",Dublin,3600000,No,No,Second-Hand Dwelling house /Apartment,"14 Sydenham Rd, Dundrum, Dublin, Ireland"
2014-9-7,"2 Glen Ellan Drive, Swords",Dublin,348000,No,No,Second-Hand Dwelling house /Apartment,"2 Glen Ellan Dr, Glebe, Swords, Co. Dublin, K67 HX73, Ireland"
2019-2-7,"GORTINTY, DRUMSNA, CO.LEITRIM",Leitrim,75000,No,No,Second-Hand Dwelling house /Apartment,"Gortinty, Co. Leitrim, Ireland"
2016-10-26,"9 BELFRY DALE, CITYWEST WEST, DUBLIN 24",Dublin,220000,No,No,Second-Hand Dwelling house /Apartment,"9 Belfry Dale, Citywest, Dublin, D24 C93F, Ireland"
2016-9-12,"MILLTOWN, CHARLEVILLE, CO. CORK",Cork,30000,No,No,Second-Hand Dwelling house /Apartment,"Milltown, Co. Cork, Ireland"
2015-1-7,"26 KENILWORTH PARK, HAROLDS CROSS, DUBLIN 6W",Dublin,695000,No,No,Second-Hand Dwelling house /Apartment,"6w, 26 Kenilworth Park, Kimmage, Terenure, Dublin 6W, Co. Dublin, D6W X788, Ireland"
2014-1-8,"CLORAN, KILDIMO",Limerick,192500,No,Yes,New Dwelling house /Apartment,"Kildimo, Ashgrove, Co. Limerick, Ireland"
2018-9-13,"LOUGHNAFULLA, THURLES, TIPPERARY",Tipperary,145000,No,No,Second-Hand Dwelling house /Apartment,"Lognafulla, Thurles, Co. Tipperary, Ireland"
2014-7-18,"19  Adare Mews, Douglas Village, Cork",Cork,125000,No,No,Second-Hand Dwelling house /Apartment,"19 Adare Mews, Douglas, Cork, T12 FCX9, Ireland"
2012-10-19,"17  Castlewood Park, Rathmines, Dublin 6",Dublin,470000,No,No,Second-Hand Dwelling house /Apartment,"17 Castlewood Park, Rathmines, Dublin, Ireland"
2017-9-6,"34 THE WILLOWS, WELLINGTONBRIDGE, WEXFORD",Wexford,135000,Yes,No,Second-Hand Dwelling house /Apartment,"Coolbrock, Wellingtonbridge, Co. Wexford, Ireland"
2021-1-21,"8 LAKE EDGE, KILMINCHY, PORTLAOISE",Laois,182000,No,No,Second-Hand Dwelling house /Apartment,"8 Lake Edge, Kilminchy, Portlaoise, Co. Laois, R32 R2N1, Ireland"
2016-6-23,"APT 9, BECTIVE HOUSE, BEAUFORT PLACE",Meath,125000,No,No,Second-Hand Dwelling house /Apartment,"15, Bective House, Blackcastle, Navan, Co. Meath, Ireland"
2016-4-22,"125 CONNOLLY RD, BALLYPHEHANE, CORK",Cork,182000,No,No,Second-Hand Dwelling house /Apartment,"125 Connolly Rd, Ballyphehane, Cork, T12 D1K6, Ireland"
2017-6-26,"29 BALLYMACE GREEN, Rathfarnham, DUBLIN 14",Dublin,665000,No,No,Second-Hand Dwelling house /Apartment,"29 Ballymace Green, Rathfarnham, Dublin 14, D14 Y1X8, Ireland"
2011-2-12,"27 Larkfield rd, Harolds Cross, Dublin",Dublin,280000,No,No,Second-Hand Dwelling house /Apartment,"27 Larkfield Gardens, Kimmage, Terenure, Dublin 6W, Co. Dublin, D6W EE61, Ireland"
2015-5-20,"40 SWIFT HALL, DEAN ST, DUBLIN 8",Dublin,180000,No,No,Second-Hand Dwelling house /Apartment,"Dublin, Ireland"
2021-5-2,"BOG AN WARREN, BALLYGARRETT, GOREY",Wexford,342000,No,No,Second-Hand Dwelling house /Apartment,"Ballygarrett, Co. Wexford, Ireland"
2017-12-21,"10 NEW GRANGE, AN CAISLAIN, KILLLUMNEY RD",Cork,205000,No,No,Second-Hand Dwelling house /Apartment,"Newgrange, Apartment 11, An Caisleán, Ballincollig, Co. Cork, Ireland"
2012-11-23,"27 Limerick Street, Roscrea",Tipperary,35000,No,No,Second-Hand Dwelling house /Apartment,"27 Limerick St, Townparks, Roscrea, Co. Tipperary, E53 HP62, Ireland"
2013-12-18,"18 NICHOLAS COURT, NICHOLAS ST, DUNDALK",Louth,75000,No,No,Second-Hand Dwelling house /Apartment,
2020-2-25,"25 OWENDOHER LODGE, BALLYBODEN RD, RATHFARNHAM DUBLIN 16",Dublin,412000,No,No,Second-Hand Dwelling house /Apartment,"25 Owendoher Lodge, Ballyboden, Dublin, Ireland"
2021-10-15,"16 MOLESWORTH CLOSE, KNOCKSEDAN DEMESNE, SWORDS",Dublin,540000,No,No,Second-Hand Dwelling house /Apartment,"16 Molesworth Cl, Brackenstown, Swords, Co. Dublin, K67 FK59, Ireland"
2019-5-20,"13 CLUAIN DARA COURT, CLONMACKEN, LIMERICK",Limerick,175000,No,No,Second-Hand Dwelling house /Apartment,"13 Cluain Dara court, Clonmacken, Limerick, V94 T205, Ireland"
2018-7-27,"40 OAKWOOD MANOR, KILLOWEN, KENMARE",Kerry,430000,No,No,Second-Hand Dwelling house /Apartment,"40 Oakwood Manor, Killowen, Kenmare, Co. Kerry, V93 E71K, Ireland"
2018-3-28,"12 Orwell Place, Block B, Marianella",Dublin,525110,No,Yes,New Dwelling house /Apartment,"Block B, 12 Orwell Pl, Edinburgh EH11 2AE, UK"
2013-2-8,"Cartron, Granard",Longford,45000,No,No,Second-Hand Dwelling house /Apartment,"Granard, Co. Longford, Ireland"
2015-10-14,"17 RUSSELL LAWNS, RUSSELL SQ, DUBLIN 24",Dublin,135000,No,No,Second-Hand Dwelling house /Apartment,"24 Russell Lawns, Russell Square, Dublin 24, D24 E4C8, Ireland"
2017-3-29,"26 BELARMINE DR, STEPASIDE DUBLIN 18, DUBLIN",Dublin,405000,No,No,Second-Hand Dwelling house /Apartment,"26 Belarmine Dr, Belarmine Ave, Kilgobbin, Dublin 18, D18 PF82, Ireland"
2016-6-9,"BRIARLEY, DEENES, DULEEK",Meath,80000,No,No,Second-Hand Dwelling house /Apartment,"Abbeyland, Duleek, Co. Meath, Ireland"
2016-2-12,"No 2 The Rise, Meadowvale, Arklow",Wicklow,211453.74,No,Yes,New Dwelling house /Apartment,"Meadowvale, Arklow, Co. Wicklow, Ireland"
2016-8-31,"1 CLUAIN ARD, BEENNAMWEEL BWEENG, CORK",Cork,136564,No,Yes,New Dwelling house /Apartment,"1 Cluain Ard, Beennamweel West, Bweeng, Co. Cork, P51 H9R2, Ireland"
2010-3-6,"49 Clarinda Park East, Dun Laoghaire, Co.Dublin",Dublin,1150000,No,No,Second-Hand Dwelling house /Apartment,"49 Clarinda Park E, Dún Laoghaire, Dublin, A96 V276, Ireland"
2017-11-5,"29 OLDTOWN LAWNS, SALLINS RD, NAAS",Kildare,338000,No,No,Second-Hand Dwelling house /Apartment,"29 Oldtown Lawns, Monread South, Naas, Co. Kildare, W91 AC8W, Ireland"
2021-11-19,"CARNAKELLY SOUTH, ATHENRY, GALWAY",Galway,345000,No,No,Second-Hand Dwelling house /Apartment,"Carnakelly South, Co. Galway, Ireland"
2019-12-11,"16B STRADBROOK, PORTLAOISE, LAOIS",Laois,165000,No,No,Second-Hand Dwelling house /Apartment,"Stradbrook, Stradbally Rd, Beladd, Portlaoise, Co. Laois, Ireland"
2018-9-5,"3 The meadows, Ballyporeen",Tipperary,92511,No,Yes,New Dwelling house /Apartment,"Moher, Ballyporeen, Co. Tipperary, Ireland"
2017-5-31,"36 Monksfield, Abbeyside, Dungarvan",Waterford,202643.17,No,Yes,New Dwelling house /Apartment,"36 Monksfield, Skehacrine (Humble), Dungarvan, Co. Waterford, X35 AE06, Ireland"
2014-5-22,"78 CORRAN ARD, KILKENNY RD, ATHY",Kildare,99500,No,No,Second-Hand Dwelling house /Apartment,"78 Corrán Árd, Blackparks, Athy, Co. Kildare, R14 WT20, Ireland"
2012-12-20,"52 Straffan Gate, Straffan, Co Kildare",Kildare,450000,No,No,Second-Hand Dwelling house /Apartment,"52 Straffan Gate, Straffan, Co. Kildare, W23 F290, Ireland"
2010-8-6,"Rockfield House, Bawnmore, Macroom",Cork,275000,No,No,Second-Hand Dwelling house /Apartment,"Sleveen East, Macroom, Co. Cork, Ireland"
2020-2-20,"34C PARKSIDE, ABBEYLEIX ROAD, PORTLAOISE",Laois,152000,No,No,Second-Hand Dwelling house /Apartment,"Parkside, Abbeyleix Rd, Kylekiproe, Portlaoise, Co. Laois, Ireland"
2020-2-9,"20 GRIFFEEN, GLEN ROAD, LUCAN",Dublin,311500.71,No,No,Second-Hand Dwelling house /Apartment,"20 Griffeen Glen Rd, Griffeen Valley, Lucan, Co. Dublin, K78 VY57, Ireland"
2019-12-20,"KILCLOONEY, DERRYMULLEN, BALLINASLOE",Galway,360000,No,No,Second-Hand Dwelling house /Apartment,"Derrymullan, Co. Galway, Ireland"
2011-12-22,"Whitescross, Garretstown, Kinsale",Cork,10000,No,No,Second-Hand Dwelling house /Apartment,"Garrettstown, Co. Cork, Ireland"
2017-3-10,"1 BLOSSOM COURT, ESKER HILLS, PORTLAOISE",Laois,175000,No,No,Second-Hand Dwelling house /Apartment,"1 Blossom Ct, Esker Hills, Portlaoise, Co. Laois, R32 N5DD, Ireland"
2020-8-21,"THE PRESBYTERY, TOOMEVARA, CO TIPPERARY",Tipperary,160000,No,No,Second-Hand Dwelling house /Apartment,"Coolkereen, Toomevara, Co. Tipperary, Ireland"
2015-4-17,"15 Malton House, IFSC",Dublin,220000,No,No,Second-Hand Dwelling house /Apartment,"Malton, Mississauga, ON L4T, Canada"
2020-1-17,"PARKE, KILGLASS, INNISCRONE",Sligo,63000,No,No,Second-Hand Dwelling house /Apartment,"Enniscrone, Co. Sligo, Ireland"
2010-5-10,"8 CASTLE ABBEY, TRIM",Meath,145000,No,No,Second-Hand Dwelling house /Apartment,"8 Castle Abbey, Trim, Co. Meath, C15 F628, Ireland"
2017-8-12,"Apartment 3 Loftus Hall, Hazelbrook Square, Whitehall Road",Dublin,370044,Yes,Yes,New Dwelling house /Apartment,"Hook Head, New Ross, Co. Wexford, Ireland"
2015-10-30,"APT 6, CHURCH STREET, TRALEE",Kerry,35000,No,No,Second-Hand Dwelling house /Apartment,"6 Church St, Gallowsfields, Tralee, Co. Kerry, V92 CY60, Ireland"
2011-12-21,"12 Whitethorn Crescent, Artane, Dublin 5",Dublin,220000,No,No,Second-Hand Dwelling house /Apartment,"12 Whitethorn Cres, Beaumont, Dublin 5, D05 W6F5, Ireland"
2015-3-31,"162 St Marys Park, carlow",Carlow,47000,No,Yes,New Dwelling house /Apartment,"162 St Mary's Park, Rathnapish, Carlow, Ireland"
2011-10-14,"6 Marine Terrace, Bray",Wicklow,310000,No,No,Second-Hand Dwelling house /Apartment,"6 Marine Terrace, Block 6, Singapore 440006"
2020-8-27,"22 LUDFORD PARK, BALLINTEER, DUBLIN 16",Dublin,545000,No,No,Second-Hand Dwelling house /Apartment,"22 Ludford Park, Ballinteer, Dublin 16, D16 VX45, Ireland"
2017-8-31,"165 THE COURTYARD, ROSEHILL, WICKLOW",Wicklow,200000,No,No,Second-Hand Dwelling house /Apartment,"The Courtyard, Wicklow, Ireland"
2017-6-1,"6 Elder Heath Meadow, Kiltipper, Tallaght",Dublin,251102,No,Yes,New Dwelling house /Apartment,"6 Elder Heath Meadow, Kiltipper, Dublin 24, D24 F5NV, Ireland"
2013-9-18,"Aughtanny, Castleinch",Kilkenny,180000,No,No,Second-Hand Dwelling house /Apartment,"Castleinch, Co. Kilkenny, Ireland"
2021-9-28,"83A FORTLAWN AVENUE, CLONSILLA, DUBLIN 15",Dublin,210000,No,No,Second-Hand Dwelling house /Apartment,"83a, 15 Fortlawn Dr, Coolmine, Dublin 15, D15 F7PE, Ireland"
2018-7-30,"5 THE WILLOWS, MARIAN DR, JANESBORO",Limerick,130000,No,No,Second-Hand Dwelling house /Apartment,"Janesboro, Limerick, Ireland"
2021-12-7,"7 CEDARWOOD CLOSE, WATERPARK, CARRIGALINE",Cork,220000,No,No,Second-Hand Dwelling house /Apartment,"7 Cedarwood Cl, Carrigaline Middle, Carrigaline, Co. Cork, P43 YF70, Ireland"
2017-5-4,"ARDVARNEY, RIVERSTOWN, SLIGO",Sligo,175000,No,No,Second-Hand Dwelling house /Apartment,"Ardvarney, Fannybrook, Co. Sligo, Ireland"
2018-10-17,"GLASCARN, RATOATH, MEATH",Meath,400000,No,No,Second-Hand Dwelling house /Apartment,"Glascarn Ln, Ratoath, Co. Meath, Ireland"
2018-8-5,"6 GORT AOIBHINN, CARRICK ON SHANNON, LEITRIM",Leitrim,54000,No,No,Second-Hand Dwelling house /Apartment,"6 Gort Aoibhinn, Lisnabrack, Carrick-On-Shannon, Co. Leitrim, N41 KV18, Ireland"
2021-9-17,"59 KENNINGTON CLOSE, TEMPLEOGUE, DUBLIN 6W",Dublin,262500,Yes,No,Second-Hand Dwelling house /Apartment,"6w, 59 Kennington Cl, Templeogue, Dublin 6W, Co. Dublin, D6W XA72, Ireland"
2019-3-15,"33 Clonlara, Kerrypike, Co. Cork",Cork,409692,No,Yes,New Dwelling house /Apartment,"33 Clonlara, Coolymurraghue, Co. Cork, Ireland"
2012-5-25,"2 O'Hickey Place, Carrick Beg, Carrick On Suir",Tipperary,47000,No,No,Second-Hand Dwelling house /Apartment,"O'Hickey Place, Carrickbeg, Carrick-On-Suir, Co. Tipperary, Ireland"
2021-11-26,"78 MALAHIDE MARINA, MALAHIDE, CO DUBLIN",Dublin,310000,No,No,Second-Hand Dwelling house /Apartment,"Malahide Marina, Malahide, Co. Dublin, Ireland"
2013-1-21,"Tawnaglass, Midfield, Swinford",Mayo,157000,No,No,Second-Hand Dwelling house /Apartment,"Swineford, Swinford, Co. Mayo, Ireland"
2019-7-19,"23 TOWER VIEW, STONEY LANE, ARDEE",Louth,180000,No,No,Second-Hand Dwelling house /Apartment,"23 Stoney Ln, Tower View, Mulladrillen, Ardee, Co. Louth, A92 PY65, Ireland"
2020-12-3,"11 Gleanntan na hAbhainn, Craughwell",Galway,242290.75,No,Yes,New Dwelling house /Apartment,"11 Gleann Na hAbhainn, Killora, Co. Contae na Gaillimhe, Ireland"
2021-4-22,"6 GLEN ABHAINN LAWNS, ENFIELD, MEATH",Meath,115000,Yes,No,Second-Hand Dwelling house /Apartment,"6 Glen Abhainn Lawns, Glen Abhainn, Enfield, Co. Meath, A83 K167, Ireland"
2017-6-29,"6 MILL COURT, BORRIS IN OSSORY, LAOIS",Laois,90000,No,No,Second-Hand Dwelling house /Apartment,"6 Mill Ct, Townparks, Borris-in-Ossory, Co. Laois, R32 KX02, Ireland"
2020-12-14,"4 Stamullen Place, Gormanston Road, Stamullen",Meath,341675,No,Yes,New Dwelling house /Apartment,"Gormanston Rd, Gormanston, Stamullen, Co. Meath, Ireland"
2010-11-10,"Apt 1 The Courtyard, Fortfield Square, Terenure",Dublin,218205,No,Yes,New Dwelling house /Apartment,"Fortfield Square, Terenure, Dublin, Ireland"
2021-8-13,"84 MONKSFIELD, CLONEA ROAD, ABBEYSIDE",Waterford,270000,Yes,No,New Dwelling house /Apartment,"84 Monksfield, Dungarvan, Co. Waterford, Ireland"
2019-9-30,"52 PEBBLE BAY, WICKLOW, WICKLOW",Wicklow,485000,No,No,Second-Hand Dwelling house /Apartment,"52 Pebble Bay, Glebe, Wicklow, A67 R277, Ireland"
2020-2-12,"8 & 9  Frederick Avenue, Crawford Gate, Blackrock Road",Cork,581497.8,No,Yes,New Dwelling house /Apartment,
2016-5-12,"18 GLEN AVE, THE PARK, CABINTEELY DUBLIN 18",Dublin,550000,No,No,Second-Hand Dwelling house /Apartment,"18 Glen Ave, The Park, Dublin 18, D18 K5K7, Ireland"
2011-12-22,"Cuilin, 20 Wilfield Park, Ballsbridge",Dublin,935000,No,No,Second-Hand Dwelling house /Apartment,"20 Wilfield Park, Dublin, D04 R820, Ireland"
2018-3-4,"7 MULLAGHMORE RD, CLIFFONY, SLIGO",Sligo,132000,No,No,Second-Hand Dwelling house /Apartment,"Mullaghmore, Co. Sligo, Ireland"
2016-12-21,"HILLVIEWHOUSE, GILLTOWN KILCULLEN, KILDARE",Kildare,294650,No,No,Second-Hand Dwelling house /Apartment,"Grangemore, Kilcullen, Co. Kildare, Ireland"
2013-11-12,"VICO COTTAGE, STRAND RD, BRAY",Wicklow,130000,No,No,Second-Hand Dwelling house /Apartment,"Vico Cottage, Strand Rd, Newcourt, Bray, Co. Wicklow, Ireland"
2014-2-27,"64 STONEY HURST, DOORADOYLE, LIMERICK",Limerick,96000,No,No,Second-Hand Dwelling house /Apartment,"64 Stoney Hurst, Dooradoyle, Co. Limerick, V94 DHF9, Ireland"
2014-6-1,"APT 3, THE TURRETS, 84 UPPER RATHMINES RD DUBLIN 6",Dublin,75000,No,No,Second-Hand Dwelling house /Apartment,"3, 84 Rathmines Rd Upper, Rathmines, Dublin, Ireland"
2021-11-18,"99 THE OAKS, RIDGEWOOD, SWORDS",Dublin,336000,No,No,Second-Hand Dwelling house /Apartment,"99 The Oaks, Ridgewood, Swords, Co. Dublin, K67 X202, Ireland"
2010-6-25,"No. 1 Cois na Sruthain, Kilfinane",Limerick,163000,No,Yes,New Dwelling house /Apartment,"1 Cois an Sruthain, Baile an Róigh Íochtarach, Cill Fhíonáin, Co. Contae Luimnigh, V35 AX79, Ireland"
2014-3-11,"9 FAIRWAYS PARK, BETTYSTOWN, MEATH",Meath,260000,No,No,Second-Hand Dwelling house /Apartment,"9 Fairways Park, Donacarney Great, Bettystown, Co. Meath, A92 N6C2, Ireland"
2018-3-12,"COOLVALLNANE BEG, KINSALE, CORK",Cork,650000,No,No,Second-Hand Dwelling house /Apartment,"Kinsale, Co. Cork, Ireland"
2020-1-22,"30 Fairhaven Walk, Castleknock, Dublin 15",Dublin,594713.66,No,Yes,New Dwelling house /Apartment,"30 Fairhaven Walk, Castleknock, Dublin 15, Ireland"
2020-4-12,"6 JUBILEE TERRACE, CAVAN, CAVAN",Cavan,65000,No,No,Second-Hand Dwelling house /Apartment,"Jubilee Terrace, Tullymongan Upper, Cavan, Ireland"
2017-2-13,"OVERHEAD APT 3  THE GREEN, MAIN STREET, CONVOY",Donegal,46500,No,No,Second-Hand Dwelling house /Apartment,
2018-8-23,"8 Rockfield Heights, Rocks Road",Cavan,103105.73,No,Yes,New Dwelling house /Apartment,"8 Rockfield Heights, Dunaree, Kingscourt, Co. Cavan, A82 KP89, Ireland"
2019-8-29,"House No. 50 Dundoogan, Haynestown, Dundalk",Louth,222936.47,No,Yes,New Dwelling house /Apartment,"Dundoogan, Dundalk, Co. Louth, Ireland"
2012-12-20,"Rock Lane, Birr",Offaly,150000,No,No,Second-Hand Dwelling house /Apartment,"Rock Lane, Co. Offaly, Ireland"
2019-6-6,"O'CONNOR'S, GREEN STREET, DINGLE",Kerry,153000,No,No,Second-Hand Dwelling house /Apartment,"Green St, Dingle, Co. Kerry, Ireland"
2016-9-12,"34 MAPLE CLOSE, DUNDALK, CO LOUTH",Louth,100000,No,No,Second-Hand Dwelling house /Apartment,"34 Maple Cl, Marshes Upper, Dundalk, Co. Louth, A91 N8W5, Ireland"
2014-4-3,"48 FRIARS HILL, GRAIGUEMANAGH, CO KILKENNY",Kilkenny,38571,No,No,Second-Hand Dwelling house /Apartment,"48, Graiguenamanagh, Friars Hill, Co. Kilkenny, R95 RF67, Ireland"
2015-1-16,"No 4 Amberley Lawn, Grange, Douglas",Cork,232000,No,No,Second-Hand Dwelling house /Apartment,"4 Amberley Lawn, Grange, Cork, T12 X3VR, Ireland"
