Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
22/10/2014,"76 Brandon Square, Waterville, Blanchardstown",Dublin 15,Dublin,"€259,911.90",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2021,"15 THE WILLOWS, CLASSIS LAKE, OVENS",,Cork,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/06/2021,"HERONSTOWN, LOBINSTOWN, NAVAN",,Meath,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2017,"7 Hamilton Avenue, Mount Hamilton, Carrick Road",,Louth,"€202,643.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
06/02/2020,"12 FEATHERBED LANE, KINSALE, CORK",,Cork,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2017,"159 AN DUICHE, SCALLAGHEEN, TIPPERARY TOWN",,Tipperary,"€93,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/03/2018,"LISKAVEEN, LITTLETON, THURLES",,Tipperary,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/08/2014,"55 DALYSFORT RD, SALTHILL, GALWAY",,Galway,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/10/2013,"68 COOLMINE PK, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,"€90,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
07/12/2021,"20 Clog na Leinn, Collinstown",,Westmeath,"€396,476.00",No,Yes,New Dwelling house /Apartment,
02/09/2015,"14 COLLINS PARK, DONNYCARNEY, DUBLIN 9",Dublin 9,Dublin,"€331,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2016,"37 OLD CHAPEL GROVE, CARAGH, NAAS",,Kildare,"€465,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/03/2016,"32 CASTLEGROVE, BALLYGARTH, JULIANSTOWN",,Meath,"€102,201.00",No,No,Second-Hand Dwelling house /Apartment,
19/09/2017,"2 LOWER MAIN ST, BALLYPOREEN, TIPPERARY",,Tipperary,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2013,"Tulnaree, Carndonagh",,Donegal,"€83,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2019,"64 ANGLERS WALK, BURRIN RD, CARLOW",,Carlow,"€166,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2016,"107 SLIABH, GORT, CARRON",,Galway,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2015,"BRYANSTOWN, KILCOCK",,Meath,"€210,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/03/2018,"417 SWIFTWOOD, GARTERS LANE, SAGGART",Dublin 24,Dublin,"€185,022.03",No,No,Second-Hand Dwelling house /Apartment,
28/04/2016,"BLOCK C, 101-102  ADELAIDE SQ, WHITEFRIAR ST",Dublin 8,Dublin,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2019,"9 ST BRIGIDS TERRACE, DUNDALK, LOUTH",,Louth,"€126,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/01/2014,"32 KILCROSS SQ, SANDYFORD, DUBLIN 18",,Dublin,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/03/2017,"4 THE BEECHES, RATHMULLAN, LETTERKENNY",,Donegal,"€13,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2012,"11 Griffeen Glen Road, Lucan",,Dublin,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2019,"74 CLUAIN ALAINN, CARRICKMACROSS, MONAGHAN",,Monaghan,"€175,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
10/12/2019,"5 Fort View, Clarecastle",,Clare,"€204,845.00",No,Yes,New Dwelling house /Apartment,
27/07/2017,"39 Maoilin, Ballymoneen Road",,Galway,"€268,723.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/11/2014,"32 BARRACK SQ, DUNMORE, GALWAY",,Galway,"€72,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2014,"30 CANAL GREEN, PROSPECT WOOD, LONGFORD",,Longford,"€57,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/11/2016,"4 NORTHUMBERLAND PLACE, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/12/2015,"7 MANOR AVE, GRANGE MANOR, OWENS",,Cork,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2014,"Apt 25, 18 Lower Baggot St., Dublin 2",Dublin 2,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2019,"113 SPICERS MILL, DROGHEDA ST, BALBRIGGAN",,Dublin,"€189,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/08/2010,"14 Thorndale, Bree, Castleblaney",,Monaghan,"€125,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/08/2021,"DUNMORE, DOONBEG, CLARE",,Clare,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2014,"EGANS COTTAGE, BALLYFIN RD, PORTLAOISE",,Laois,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2011,"No. 12 Mountain View, Glengarriff",,Cork,"€60,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/10/2021,"76 CARRABEAG, NEWPORT ROAD, CASTLEBAR",,Mayo,"€88,940.68",No,Yes,New Dwelling house /Apartment,
13/03/2019,"33 ST BRENDANS PLACE, KILLARNEY, KERRY",,Kerry,"€87,500.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2016,"22 Rockfield, Rocks Road, Kingscourt",,Cavan,"€136,564.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/07/2015,"6 RATHGLAS, KILGARVE, CREAGH",,Galway,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2015,"BALLINAPHORT, MULTYFARNHAM, CO WESTMEATH",,Westmeath,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2020,"36 PARNELL PARK, NAVAN, MEATH",,Meath,"€162,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/05/2016,"74 COASTGUARD STATION, PIGEON HOUSE RD, RINGSEND DUBLIN 4",Dublin 4,Dublin,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/02/2019,"189 BROADMEADOWS, SWORDS, DUBLIN",,Dublin,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2019,"13 Browneshill Rise, Browneshill Road",,Carlow,"€219,500.00",No,Yes,New Dwelling house /Apartment,
23/03/2016,"1 Clonturk Square, Drumcondra",Dublin 9,Dublin,"€414,097.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/01/2020,"19 WESLEY RD, RATHGAR, DUBLIN 6",Dublin 6,Dublin,"€108,296.61",Yes,No,Second-Hand Dwelling house /Apartment,
12/11/2019,"60 THE GREEN, MELROSE PARK, SWORDS",,Dublin,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/01/2018,"25 CASTLEKNOCK DOWNS, DUBLIN 15, DUBLIN",Dublin 15,Dublin,"€342,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/10/2018,"30 WILLOWS, ROCKBROOK, SANDYFORD RD DUBLIN 16",Dublin 16,Dublin,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2011,"No. 64  Danesfort Court, Loughrea",,Galway,"€65,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/12/2019,"12 White Oaks Court, White Oaks, Newbridge",,Kildare,"€244,500.00",No,Yes,New Dwelling house /Apartment,
20/05/2016,"17 OWENDOHER LODGE, BALLYBODEN RD, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/05/2014,"2 Rockbrook, Bray Road, Foxrock",Dublin 18,Dublin,"€845,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
14/03/2017,"3 RUTLAND VILLAS, SCR, LIMERICK",,Limerick,"€202,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2015,"27 ard na locha, moate",,Westmeath,"€118,943.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/11/2011,"40 Cahirdown Wood, Cahirdown, Listowel",,Kerry,"€140,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
01/12/2021,"CULLENSTOWN, FOULKSMILLS, CO WEXFORD",,Wexford,"€515,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/02/2015,"76 CHAPEL GATE, BALBRIGGAN, DUBLIN",,Dublin,"€229,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/11/2014,"76 Elderwood, Castlebridge",,Wexford,"€176,211.44",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/04/2016,"2 MARIE PLACE, WINDMILL RD, CORK",,Cork,"€146,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2015,"3 BELLA STREET, DUBLIN 1",,Dublin,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2010,"Knockanoran, Durrow",,Laois,"€205,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/07/2018,"Apartment 69  Leona Block, Honeypark, Dun Laoghaire",,Dublin,"€361,233.48",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/07/2017,"LISNABRACK, MANORHAMILTON, LEITRIM",,Leitrim,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2012,"No 1 ST Mary's Terrace, Ballyhooley Road, Cork City",,Cork,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/05/2013,"19 The Cutlers, Parliament Street",Dublin 2,Dublin,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2019,"32 ABBEY PARK, FERRYBANK, WATERFORD",,Kilkenny,"€152,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
04/09/2020,"AUGHALOORA, KILNALECK, CAVAN",,Cavan,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/02/2016,"14 WATERSIDE QUAY, HANOVER ST, CORK",,Cork,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/12/2020,"OAKVALE HOUSE, APT, BARRACK ST",,Roscommon,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2014,"Number 7 Belfort House, Sydenham Villas, Dundrum",Dublin 14,Dublin,"€398,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2021,"AUGHTANNY, CASTLEINCH, KILKENNY",,Kilkenny,"€331,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2014,"HIllview, Garryvadden, Blackwater",,Wexford,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2018,"13 CLUAIN ARD, BWEENG, MALLOW",,Cork,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2021,"212 BELLEVUE, ISLANDBRIDGE, DUBLIN 8",Dublin 8,Dublin,"€267,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2021,"15 TOWNVIEW HEIGHTS, BALLYBOFEY, CO DONEGAL",,Donegal,"€129,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/06/2015,"13 SCARLET ROW, TEMPLE BAR, DUBLIN 8",Dublin 8,Dublin,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2013,"Apt 5, Long Quay, Clonakilty",,Cork,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/06/2020,"GURTEEN CROSS, GURTEEN, CO SLIGO",,Sligo,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2019,"35 MONALIN, WICKLOW HILLS, NEWTOWNMOUNTKENNEDY",,Wicklow,"€349,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2018,"45 Glenheron View, Glenheron, Greystones",,Wicklow,"€449,339.00",No,Yes,New Dwelling house /Apartment,
10/10/2014,"KILLAGOOLA, MOYCULLEN, CO GALWAY",,Galway,"€154,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2015,"8 Cill Chais, Shannon",,Clare,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2014,"10 MAPLEWOOD PARK, SPRINGFIELD, TALLAGHT",,Dublin,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2019,"3 The View, Cnoc Dubh, Ballyboughal",,Dublin,"€312,775.00",No,Yes,New Dwelling house /Apartment,
07/05/2013,"5 St. John's Park, Buncrana",,Donegal,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2011,"42 Millbourne Crescent, Ashbourne, Co  Meath",,Meath,"€255,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
20/12/2018,"27 WILLBROOK LAWN, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,"€630,500.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2015,"18 Radharc na Heaglais, Derrinturn, Co Kildare",,Kildare,"€210,572.68",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/09/2021,"Apartment 47, First Floor - Block A, Belvoir",,Dublin,"€322,925.00",No,No,New Dwelling house /Apartment,
08/10/2012,"19 Bengal Terrace, Old Cork Road",,Limerick,"€81,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2010,"19 seabury place, malahide",,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/06/2012,"20 Ballyknockan Manor, Leighlinbridge",,Carlow,"€62,075.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/06/2015,"10 CLUNY GROVE, KILLINEY, DUBLIN",,Dublin,"€186,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2014,"LAKEVIEW LODGE, BALLYLOUGHANANE, KILLALOE",,Clare,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2017,"ROCK CASTLE, KNOCKROE, BANDON",,Cork,"€880,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2020,"3 CLUAIN FIA, CRUSHEEN",,Clare,"€198,237.00",No,Yes,New Dwelling house /Apartment,
18/06/2015,"ARDEANANIG, KILLARNEY, KERRY",,Kerry,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/08/2020,"APARTMENT 28, SAGGART LODGE COURT, SAGGART",,Dublin,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2016,"123 KILMAINHAM SQ, KILMAINHAM, DUBLIN 8",Dublin 8,Dublin,"€298,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2021,"16 WHITETHORNS, CASTLETROY, LIMERICK",,Limerick,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/10/2014,"8 GLENBOURNE WAY, LEOPARDSTOWN VALLEY, DUBLIN 18",Dublin 18,Dublin,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/07/2020,"JOY LODGE, ENNIS RD, NEWMARKET ON FERGUS",,Clare,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"20 DERNISH AVENUE, FOYNES",,Limerick,"€92,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2010,"3 Bruach na hAbhainn, Montanagay, Abbeydorney",,Kerry,"€147,753.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/12/2016,"24 CARRICKBRACK HEATH, SUTTON, DUBLIN",Dublin 13,Dublin,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2013,"Claggan, Portsalon",,Donegal,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/01/2014,"TEERGONEAN, DOOLIN, CLARE",,Clare,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2015,"107 HAROLDS CROSS COTTAGES, HAROLDS CROSS, DUBLIN 6",Dublin 6,Dublin,"€173,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2019,"7 ANNALEE DR, BALLYHAISE, CAVAN",,Cavan,"€132,500.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2016,"11 BALLINCUR, KINNITTY, BIRR",,Offaly,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2011,"70 Rathstewart, Athy",,Kildare,"€78,500.00",No,No,Second-Hand Dwelling house /Apartment,
19/06/2018,"2 ARCHWAY, CARRICK ON SHANON, CO LEITRIM",,Leitrim,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2020,"10 Walker Green, Parkside, Balgriffin",Dublin 13,Dublin,"€352,422.91",No,Yes,New Dwelling house /Apartment,
08/08/2018,"16 LOWER CONDRENS LANE, ARKLOW, WICKLOW",,Wicklow,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2018,"ANNACARTON BRIDGE, BALLYVINNY NORTH, WATERGRASSHILL",,Cork,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2012,"Apartment 3, Hamilton Square, Bannow Road",Dublin 7,Dublin,"€25,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
11/02/2015,"Apartment 15 Beaconsfield Court, Dublin",Dublin 8,Dublin,"€187,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"GALLARUS, BALLYDAVID, TRALEE",,Kerry,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"MIZEN COTTAGE, BALLYLYNCH, BALTIMORE",,Cork,"€164,285.00",No,No,Second-Hand Dwelling house /Apartment,
21/03/2017,"58 FERRY CARRIG RD, COOLOCK, DUBLIN 17",Dublin 17,Dublin,"€111,864.51",Yes,No,Second-Hand Dwelling house /Apartment,
31/10/2019,"58 CORRIB RD, TERENURE, DUBLIN 6W",,Dublin,"€479,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2011,"main street, templemore",,Tipperary,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2013,"The Cools, Barntown",,Wexford,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2018,"19 BRU NA HABHAINN, COLLOONEY, CO.SLIGO",,Sligo,"€145,374.44",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/03/2015,"29 Ard Cluain, Clonee, Co.Meath",,Meath,"€124,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/06/2020,"14 Crawford Manor, Crawford Woods, Church Hill",,Cork,"€346,343.62",No,Yes,New Dwelling house /Apartment,
11/04/2018,"5 DOLPHIN COURT, DOLPHIN ST, LOUGHREA",,Galway,"€124,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2021,"4 ST VINCENT ST WEST, INCHICORE, DUBLIN 8",Dublin 8,Dublin,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/02/2019,"17 Fenton Green, Church Street, Kilcock",,Kildare,"€315,000.00",No,Yes,New Dwelling house /Apartment,
30/01/2017,"10 KERRYHALL RD, FAIR HILL, CORK",,Cork,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/03/2021,"38 LARKFIELD WAY, CLAY FARM, LEOPARDSTWON",,Dublin,"€630,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/08/2014,"103 SHELMARTIN AVE, FAIRVIEW, DUBLIN 3",Dublin 3,Dublin,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/06/2017,"1 CHARLESTON MEWS, MOUNTPLEASANT AVE UPPER, RANELAGH",Dublin 6,Dublin,"€386,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2020,"SACKVILLE MEWS, NEWBRIDGE AVENUE, SANDYMOUNT",Dublin 4,Dublin,"€471,111.35",No,No,Second-Hand Dwelling house /Apartment,
07/07/2016,"448 NORTH CIRCULAR RD, PHIBSBORO, DUBLIN 7",Dublin 1,Dublin,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2016,"MAYBERRY, KILLDALKEY RD, BALLIVOR",,Meath,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/11/2011,"33 Elm Mount Rise, Beaumont, Dublin 9",,Dublin,"€91,999.00",No,No,Second-Hand Dwelling house /Apartment,
05/02/2010,"Apartment 8, Green Park, Dundalk",,Louth,"€387,665.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
17/05/2018,"15  The Rise, St. Marnock's Bay, Portmarnock",,Dublin,"€488,985.81",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/07/2012,"Site 39 Crinken Glen, Rathdown",,Dublin,"€73,333.00",Yes,No,Second-Hand Dwelling house /Apartment,
29/01/2010,"ARDLAMEN HOUSE, RATHKEALE, CO. LIMERICK",,Limerick,"€226,696.03",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
30/07/2014,"123 ROEBUCK CASTLE, CLONSKEAGH, DUBLIN 14",Dublin 14,Dublin,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/11/2016,"LAKE VIEW, CARAGH LAKE, KILLORGLIN",,Kerry,"€865,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2016,"3 STONELEIGH, BALLYMORE, MULLINGAR",,Westmeath,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2021,"44 O CONNELL STREET, LIMERICK",,Limerick,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2019,"11 ST MICHAELS RD, GLASNEVIN, DUBLIN 9",Dublin 9,Dublin,"€572,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2018,"14 NORTHBROOK TERRACE, NORTH STRAND, DUBLIN 3",Dublin 3,Dublin,"€515,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2020,"2 GREENVILLE PARADE, DUBLIN 8",,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2021,"3 Fairhaven Walk, Castleknock Road, Castleknock",Dublin 15,Dublin,"€495,594.71",No,Yes,New Dwelling house /Apartment,
17/12/2010,"DRUMCASK, & COMMAS",,Cavan,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2016,"98 Hampton Wood Ave, Hampton Wood, Dublin 11",Dublin 11,Dublin,"€164,758.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/03/2013,"46 Achill Square, Snugborough Road, Waterville",,Dublin,"€140,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/11/2015,"101 ARDSHANAVOOLY, KILLARNEY, KERRY",,Kerry,"€105,242.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2014,"26 BRAMBLE WAY, CASTLELAKE, CARRIGTWOHILL",,Cork,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2021,"33 DUBLIN RD, TULLOW, CARLOW",,Carlow,"€129,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/05/2014,"1 EARLWOOD, SCARLET ST, DROGHEDA",,Louth,"€49,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2010,"Corluddy, Carrigeen",,Kilkenny,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/04/2018,"147 BELMONT PARK, RAHENY, DUBLIN 5",Dublin 5,Dublin,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/09/2019,"7 THE COURTYARD, SHEEN FALLS LODGE, KENMARE",,Kerry,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/09/2017,"15 Strattan Square, Adamstown, Co Dublin",,Dublin,"€246,696.04",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/11/2018,"25 Somerton Avenue, Newcastle Road, Lucan",,Dublin,"€396,476.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/11/2020,"6 Beresford Avenue, Donabate",,Dublin,"€387,665.00",No,Yes,New Dwelling house /Apartment,
09/05/2014,"House 4 Apartment 4, Grange Lodge Avenue, Clongriffin",Dublin 13,Dublin,"€165,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
05/10/2018,"THE BUNGALOW, KILNAHERA WEST, DRIMOLEAGUE",,Cork,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2021,"34 SUNDALE CLOSE, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2014,"5 Castlepark Gardens Residence, Castlepark Road, Sndycove",,Dublin,"€295,154.80",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/09/2018,"12 VICTORINE ABBEY, TRIM, MEATH",,Meath,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/04/2010,"28 Ros Mor, Rosslare Harbour",,Wexford,"€124,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/05/2015,"MANNERSTOWN ROAD, CARROWREAGH, BRIDGEND",,Donegal,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2014,"THE BARRACKS, DROGHEDA ST, MONASTEREVIN",,Kildare,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2020,"ALANAH WOOD, OLD COURT, SKIBBEREEN CORK",,Cork,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2019,"18 ARDNAREE, ABBEY ST, BALLINA",,Mayo,"€57,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2020,"4 CHURCHFIELDS, MILLTOWN, DUBLIN 6",Dublin 14,Dublin,"€55,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
24/03/2016,"1 SLIEVE FOY LODGE, DUNDALK ROAD, CARLINGFORD",,Louth,"€107,500.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2019,"133 DARGLE WOOD, KNOCKLYON RD, TEMPLEOGUE DUBLIN 16",Dublin 16,Dublin,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/07/2016,"14 GREEN BRIAR, VERDEMONT, SNUGBOROUGH RD DUBLIN 15",Dublin 15,Dublin,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2012,"20 Harbour Court, Georges Place, Dun Laoghaire",,Dublin,"€420,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
20/09/2016,"8 CASTLEBYRNE PARK, BLACKROCK, DUBLIN",,Dublin,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2019,"2 Waverly Avenue, Blacklion, Greystones",,Wicklow,"€493,392.00",No,Yes,New Dwelling house /Apartment,
24/03/2017,"7 AYRFIELD MANOR, CIRCULAR RD, CARRICK ON SHANNON",,Leitrim,"€73,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2017,"Apartment 21(1b), Danesfort Court, Loughrea",,Galway,"€44,384.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/03/2017,"APT 86 THE LIGHTHOUSE, CHURCH RD, EAST WALL",Dublin 3,Dublin,"€82,486.16",Yes,No,Second-Hand Dwelling house /Apartment,
07/09/2012,"22 Stratford Haven, Rathgar",,Dublin,"€248,000.00",No,No,Second-Hand Dwelling house /Apartment,
