DateofSale,Address,PostalCode,County,Price,NotFullMarketPrice,VATExclusive,DescriptionofProperty,PropertySizeDescription,lat,lng,address_types,YearMonth
2019-8-28,"271 ERRIGAL RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,207000,No,No,Second-Hand Dwelling house /Apartment,,53.3276535,-6.3231712,street_address,201908
2014-11-24,"80 HIGHFIELD MANOR, MULLINS LANE, CROSNEEN",,Laois,125000,No,No,Second-Hand Dwelling house /Apartment,,52.827728,-6.9490304,street_address,201411
2017-5-13,"145 GLEANN NA RI, MURROUGH, RENMORE",,Galway,106000,No,No,Second-Hand Dwelling house /Apartment,,53.2732823,-9.0037924,street_address,201705
2013-7-19,"13 Fairyhouse Lodge, Ratoath, County Meath",,Meath,410000,No,No,Second-Hand Dwelling house /Apartment,,53.499698,-6.4637213,street_address,201307
2014-10-3,"10 RING ST, INCHICORE, DUBLIN 8",,Dublin,95000,No,No,Second-Hand Dwelling house /Apartment,,53.3364791,-6.3286936,street_address,201410
2018-3-23,"APT 407 NORTH BLOCK, LONGBOAT QUAY, DUBLIN 2",Dublin 15,Dublin,385000,No,No,Second-Hand Dwelling house /Apartment,,53.3448331,-6.2367428,subpremise,201803
2018-9-21,"TORNAGEE, KINGSLAND, BOYLE",,Roscommon,100000,No,No,Second-Hand Dwelling house /Apartment,,53.9449578,-9.8295771,political-sublocality-sublocality_level_1,201809
2016-2-29,"12A BINDON LANE, BANK PLACE, ENNIS",,Clare,60000,No,No,Second-Hand Dwelling house /Apartment,,52.8453037,-8.9842883,street_address,201602
2014-10-4,"9 EGLINTON COURT, EGLINTON ST, GALWAY",,Galway,160000,No,No,Second-Hand Dwelling house /Apartment,,53.2748252,-9.0521836,premise,201410
2021-11-10,"18 ULVERTON ROAD, DALKEY, CO DUBLIN",,Dublin,1725000,No,No,Second-Hand Dwelling house /Apartment,,53.2795005,-6.1064916,street_address,202111
2020-2-17,"17 GRANGE ABBEY RD, BALDOYLE, DUBLIN 13",Dublin 13,Dublin,325000,No,No,Second-Hand Dwelling house /Apartment,,53.3991683,-6.1573696,street_address,202002
2020-11-11,"TIR NA NOG, EAGANS FIELD, DONABATE",,Dublin,200000,No,No,Second-Hand Dwelling house /Apartment,,53.4853365,-6.1504482,locality-political,202011
2021-5-7,"PARNELL ST, THURLES, CO TIPPERARY",,Tipperary,50000,No,No,Second-Hand Dwelling house /Apartment,,52.6808057,-7.8173641,route,202105
2014-9-15,"17 COLLEGE HILL, IRISHSTOWN, MULLINGAR",,Westmeath,168000,No,No,Second-Hand Dwelling house /Apartment,,53.5389805,-7.3733343,neighborhood-political,201409
2016-8-26,"33A SMITHFIELD MARKET, SMITHFIELD, DUBLIN 7",Dublin 7,Dublin,280000,No,No,Second-Hand Dwelling house /Apartment,,53.3488527,-6.2790435,subpremise,201608
2018-6-9,"18 THORNHILL RD, MOUNT MERRION, DUBLIN",,Dublin,825000,No,No,Second-Hand Dwelling house /Apartment,,53.2900065,-6.2111654,street_address,201806
2019-7-24,"NO. 5 ALDERMAN ROAD, BELMONT  AIKEN'S VILLAGE, STEPASIDE",,Dublin,560000,No,No,Second-Hand Dwelling house /Apartment,,53.2660446,-6.2237309,street_address,201907
2012-12-21,"462 mourne road, drimnagh",Dublin 12,Dublin,122500,No,No,Second-Hand Dwelling house /Apartment,,53.3336322,-6.3097994,street_address,201212
2017-10-26,"CURRADUFF, OUGHTERARD, GALWAY",,Galway,200000,No,No,Second-Hand Dwelling house /Apartment,,53.4285481,-9.3189472,locality-political,201710
2015-1-12,"21 SUMMERVILLE AVE, WATERFORD, WATERFORD",,Waterford,280000,No,No,Second-Hand Dwelling house /Apartment,,52.2466549,-7.094865,street_address,201501
2013-12-12,"CLOCH SCOILTE, BARNA, GALWAY",,Galway,280000,No,No,Second-Hand Dwelling house /Apartment,,53.251812,-9.1474684,locality-political,201312
2016-12-5,"3 THE HERMITAGE, MACROOM, CORK",,Cork,129412,No,No,Second-Hand Dwelling house /Apartment,,51.9106421,-8.9799894,street_address,201612
2019-1-28,"11 LAURLEEN, STILLORGAN, DUBLIN",,Dublin,500000,Yes,No,Second-Hand Dwelling house /Apartment,,53.279294,-6.1904333,street_address,201901
2017-6-27,"7 COIS NA SRUTHAIN, KILFINANE, CO LIMERICK",,Limerick,160000,No,No,Second-Hand Dwelling house /Apartment,,52.3561524,-8.475507,street_address,201706
2019-9-19,"2 BEAUMONT COURT, BEAUMONT WOODS, DUBLIN 9",Dublin 9,Dublin,255000,No,No,Second-Hand Dwelling house /Apartment,,53.3921869,-6.228528,street_address,201909
2018-10-17,"94 Bishops Gate, kilternnan, Dublin 18",,Dublin,493392,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,53.2404986,-6.2016431,street_address,201810
2013-5-27,"103 Longmile Road, Walkistown",Dublin 12,Dublin,140000,No,No,Second-Hand Dwelling house /Apartment,,53.323516,-6.3363801,street_address,201305
2019-10-17,"38 THE CLOSE, CURRAGH GRANGE, GREEN RD",,Kildare,240000,No,No,Second-Hand Dwelling house /Apartment,,53.1691416,-6.798614,street_address,201910
2014-11-21,"28 Ghort na Mara, Seafield Road, Blackrock",,Louth,128634.36,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.3067813,-6.211212,street_address,201411
2017-7-27,"125 CLUAIN BUILDING, THE MOYNE, ENNISCORTHY",,Wexford,73000,No,No,Second-Hand Dwelling house /Apartment,,52.5129482,-6.5718279,route,201707
2019-12-2,"81 PARK AVE, BRACKENSTOWN, SWORDS",,Dublin,312000,No,No,Second-Hand Dwelling house /Apartment,,53.4588164,-6.2418729,street_address,201912
2010-12-16,"52 Rathsillan, Carlow Road, Tullow",,Carlow,127754,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,52.806622,-6.7531367,street_address,201012
2021-12-13,"2 FERNLEIGH DALE, OFF DISWELLSTOWN RD, DUBLIN 15",Dublin 15,Dublin,260000,No,No,Second-Hand Dwelling house /Apartment,,53.3741251,-6.4027675,street_address,202112
2020-11-23,"THE ELMS, CASTLEVIEW, BUTTEVANT",,Cork,175000,Yes,No,Second-Hand Dwelling house /Apartment,,52.2321335,-8.6701247,locality-political,202011
2014-10-31,"ST ANNES, ROSEBERRY, NEWBRIDGE",,Kildare,248000,No,No,Second-Hand Dwelling house /Apartment,,53.1884781,-6.799202,premise,201410
2021-4-2,"26 The Avenue, Bay Meadows, Hollystown",Dublin 15,Dublin,284140,No,Yes,New Dwelling house /Apartment,,53.4220869,-6.3704583,establishment-point_of_interest,202104
2018-10-24,"7 LAKESHORE DR, SALEEN, CASTLEBAR",,Mayo,162000,No,No,Second-Hand Dwelling house /Apartment,,53.8460478,-9.2916139,street_address,201810
2021-7-14,"24 WESTBROOK GREEN NAUL RD, BALBRIGGAN, DUBLIN",,Dublin,335000,No,No,Second-Hand Dwelling house /Apartment,,53.6095202,-6.1989447,street_address,202107
2013-5-30,"34 Fitzherbert Wood, Navan",,Meath,114537,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,53.6582097,-6.6730332,street_address,201305
2019-1-31,"CNOCOURA, CASTLETOWNBERE, COUNTY CORK",,Cork,120000,No,No,Second-Hand Dwelling house /Apartment,,51.6514954,-9.9103302,locality-political,201901
2012-11-12,"87 Viewmount Park, Dunmore road",,Waterford,158000,No,No,Second-Hand Dwelling house /Apartment,,52.2444618,-7.0745296,street_address,201211
2016-8-30,"25 BRAMBLE GLADE, ASHFORD, WICKLOW",,Wicklow,415000,No,No,Second-Hand Dwelling house /Apartment,,53.0163222,-6.1240436,premise,201608
2016-1-9,"5 EMBASSY COURT, PRINCE OF WALES TERRACE, BALLSBRIDGE DUBLIN 4",Dublin 4,Dublin,825000,No,No,Second-Hand Dwelling house /Apartment,,53.3264973,-6.2228204,premise,201601
2018-10-7,"17 ASHVILLE CLOSE ESKER LANE LUCAN, DUBLIN",,Dublin,480000,No,No,Second-Hand Dwelling house /Apartment,,53.3566552,-6.4307463,street_address,201810
2013-11-6,"16 Pinelawn, Tallaght, Dublin 24",Dublin 24,Dublin,196500,No,No,Second-Hand Dwelling house /Apartment,,53.2806355,-6.3632833,street_address,201311
2018-3-15,"122 COMERAGH RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,301000,No,No,Second-Hand Dwelling house /Apartment,,53.3276292,-6.3257368,street_address,201803
2018-2-10,"18 Ballycullen Green, Old Court Road, Dublin 24",Dublin 24,Dublin,361233.48,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.2718808,-6.3492556,establishment-lodging-point_of_interest,201802
2017-9-28,"KNOCKLAHARD, MILFORD RD, CASTLETROY",,Limerick,455000,No,No,Second-Hand Dwelling house /Apartment,,52.6687033,-8.5718214,premise,201709
2021-1-18,"KINGSFORD, BARNTOWN, WEXFORD",,Wexford,265000,No,No,Second-Hand Dwelling house /Apartment,,52.3412341,-6.5307588,neighborhood-political,202101
2019-5-24,"4 ST EITHNE RD, CABRA, DUBLIN 7",Dublin 7,Dublin,367500,No,No,Second-Hand Dwelling house /Apartment,,53.3650243,-6.285943,street_address,201905
2016-7-27,"33 GRATTAN LODGE, HOLE IN THE WALL RD, DUBLIN 13",Dublin 13,Dublin,418000,No,No,Second-Hand Dwelling house /Apartment,,53.4007248,-6.1654245,street_address,201607
2010-10-29,"Cahercin, Craughwell",,Galway,320000,No,No,Second-Hand Dwelling house /Apartment,,53.2302689,-8.7347736,locality-political,201010
2016-7-22,"186 MONREAD HEIGHTS, NAAS, KILDARE",,Kildare,233500,No,No,Second-Hand Dwelling house /Apartment,,53.2284333,-6.6544401,street_address,201607
2010-4-10,"TOMSILLA LOWER, GOREY",,Wexford,237500,No,No,Second-Hand Dwelling house /Apartment,,52.82247364,-7.74485287,,201004
2017-9-3,"9 AUDEON HOUSE, ARDILAUN COURT, PATRICK ST DUBLIN 8",Dublin 8,Dublin,189600,No,No,Second-Hand Dwelling house /Apartment,,53.3407528,-6.2741521,premise,201709
2015-7-29,"24 BREMORE PASTURES CRESTENT, BALBRIGGAN, CO DUBLIN",,Dublin,145000,No,No,Second-Hand Dwelling house /Apartment,,53.6110415,-6.2116993,street_address,201507
2012-8-17,"37 Southdene, Monkstown Valley, Monkstown",,Dublin,310000,No,No,Second-Hand Dwelling house /Apartment,,53.292569,-6.159343,street_address,201208
2020-7-1,"17 CAMDEN RD, CROSSHAVEN, CORK",,Cork,400000,No,No,Second-Hand Dwelling house /Apartment,,51.8019079,-8.2949926,street_address,202007
2019-12-20,"13 CLUAIN AOIBHINN, SWELLAN, CAVAN",,Cavan,130000,No,No,Second-Hand Dwelling house /Apartment,,53.9884787,-7.3769148,street_address,201912
2018-3-13,"19 COLPE VIEW, DEEPFORDE, DROGHEDA",,Meath,265000,No,No,Second-Hand Dwelling house /Apartment,,53.700941,-6.3140757,street_address,201803
2021-9-30,"80 UPPER FAIRHILL, CORK",,Cork,210000,No,No,Second-Hand Dwelling house /Apartment,,51.9135421,-8.4886513,street_address,202109
2018-12-21,"178 MALAHIDE MARINA VILLAGE, MALAHIDE, DUBLIN",,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment,,53.4558792,-6.154167,establishment-point_of_interest,201812
2021-12-15,"98 COIS GHRUDA, KILBANE, CASTLETROY",,Limerick,247500,No,No,Second-Hand Dwelling house /Apartment,,52.6604595,-8.5720194,street_address,202112
2017-12-4,"25 Ferns Close, Ferns Bridge, Monasterevin",,Kildare,69156.75,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.1467263,-7.0597913,street_address,201712
2015-5-10,"32 THE WILLOWS, MONKSTOWN VALLEY, DUBLIN",,Dublin,228000,No,No,Second-Hand Dwelling house /Apartment,,53.2944138,-6.1612181,premise,201505
2021-1-20,"6 Morristown View, The Paddocks, Newbridge",,Kildare,242290,No,Yes,New Dwelling house /Apartment,,53.1854505,-6.814229,establishment-point_of_interest,202101
2019-9-20,"15 RATHMORE TERRACE, DARGLE RD UPPER, BRAY",,Wicklow,455000,No,No,Second-Hand Dwelling house /Apartment,,53.2063702,-6.1176763,premise,201909
2020-12-18,"36 MAPLE HOUSE, MESPIL HOUSE FLATS ESTATE, SUSSEX RD DUBLIN 4",Dublin 4,Dublin,285000,No,No,Second-Hand Dwelling house /Apartment,,53.3301354,-6.2499823,route,202012
2016-12-9,"UNIT 1, 90 NORTH CIRCULAR ROAD, DUBLIN 7",,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment,,53.3571922,-6.2889569,street_address,201612
2020-10-30,"64 CLONLARA, KERRY PIKE, CO CORK",,Cork,314000,No,No,Second-Hand Dwelling house /Apartment,,51.9075523,-8.5635977,street_address,202010
2021-12-10,"4 ASHFORD ST, DUBLIN 7, DUBLIN",Dublin 7,Dublin,265000,No,No,Second-Hand Dwelling house /Apartment,,53.3538633,-6.2934702,street_address,202112
2019-2-28,"BAWNBOY HOUSE, BAWNBOY, COUNTY CAVAN",,Cavan,80000,No,No,Second-Hand Dwelling house /Apartment,,54.1246477,-7.6735637,premise,201902
2021-7-23,"4 SEANCHLOS, RATHCOOLE, DUBLIN",Dublin 24,Dublin,173000,No,No,Second-Hand Dwelling house /Apartment,,53.280891,-6.4752846,premise,202107
2021-10-27,"APRIARY COTTAGE, MILLEEN, GOLEEN",,Cork,450000,No,No,Second-Hand Dwelling house /Apartment,,51.4938734,-9.7095644,locality-political,202110
2015-6-26,"327 RYEVALE LAWNS, LEIXLIP, KILDARE",,Kildare,417000,No,No,Second-Hand Dwelling house /Apartment,,53.3712101,-6.4980188,street_address,201506
2018-12-19,"APARTMENT 8 SUNDAYSWELL, CARPENTERSTOWN ROAD, CASTLEKNOCK",Dublin 15,Dublin,370000,No,No,Second-Hand Dwelling house /Apartment,,53.3730027,-6.3775579,establishment-point_of_interest,201812
2020-8-31,"31 ABBYWELL, CHAPEL RD, KINSEALY",,Dublin,390000,No,No,Second-Hand Dwelling house /Apartment,,53.425448,-6.1734965,street_address,202008
2016-2-16,"37 Kiltegan Lawn, Rochestown",,Cork,425000,No,No,Second-Hand Dwelling house /Apartment,,51.8787187,-8.4230401,street_address,201602
2020-3-20,"ROSSADOWN, MOUNTRATH, CO LAOIS",,Laois,92000,No,No,Second-Hand Dwelling house /Apartment,,53.0244687,-7.5525624,neighborhood-political,202003
2021-6-22,"11 THE CRESCENT, FORTFIELD SQUARE, TERENURE",,Dublin,445000,No,No,Second-Hand Dwelling house /Apartment,,53.3043753,-6.3023652,route,202106
2016-5-8,"15 GULISTAN TERRACE, RATHMINES, DUBLIN 6",Dublin 6,Dublin,810000,No,No,Second-Hand Dwelling house /Apartment,,53.3246162,-6.2615351,street_address,201605
2020-5-2,"14 RUSSELL PLACE, MALLOW, CORK",,Cork,140000,No,No,Second-Hand Dwelling house /Apartment,,52.1287572,-8.6436979,street_address,202005
2012-7-20,"3 Belgrave Square, Rathmines, Dublin 6",,Dublin,665000,No,No,Second-Hand Dwelling house /Apartment,,53.3233101,-6.2599286,street_address,201207
2018-12-14,"1 OLD WATERFORD ROAD, TRAMORE, CO WATERFORD",,Waterford,150000,No,No,Second-Hand Dwelling house /Apartment,,52.1636613,-7.1536264,premise,201812
2018-11-12,"17 VERNON GROVE, CLONTARF, DUBLIN 3",Dublin 3,Dublin,586000,No,No,Second-Hand Dwelling house /Apartment,,53.3608571,-6.1920803,street_address,201811
2014-3-28,"54 Glenwood Park, Letterkenny, County Donegal",,Donegal,14693,No,No,Second-Hand Dwelling house /Apartment,,54.9549182,-7.7400633,street_address,201403
2021-10-19,"LISDOONAN, CARRICKMACROSS, CO MONAGHAN",,Monaghan,92000,No,No,Second-Hand Dwelling house /Apartment,,54.0264537,-6.7585351,neighborhood-political,202110
2020-1-16,"LINK ROAD, PORTARLINGTON, CO. LAOIS",,Laois,45000,No,No,Second-Hand Dwelling house /Apartment,,53.1602053,-7.1875722,route,202001
2015-9-14,"''LITTLE BAMBOO'', 1 BEARLOUGH, BLIND LANE",,Wexford,200000,No,No,Second-Hand Dwelling house /Apartment,,52.281229,-6.3924764,premise,201509
2021-5-3,"THE GATE HOUSE, CONVENT GATE LOODGE, GLANDORE",,Cork,255000,No,No,Second-Hand Dwelling house /Apartment,,51.5665072,-9.1209722,locality-political,202105
2015-9-29,"3 ST JOSEPHS PARK, DUNDALK, LOUTH",,Louth,18000,Yes,No,Second-Hand Dwelling house /Apartment,,54.006239,-6.3855983,street_address,201509
2018-7-30,"2 Castle Park, Whitehall Road, Churchtown",Dublin 14,Dublin,724229,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,33.9022229,-117.4683019,amusement_park-establishment-point_of_interest-tourist_attraction,201807
2018-8-22,"TULLYSTOWN, CASTLETOWN, FINEA",,Westmeath,138000,No,No,Second-Hand Dwelling house /Apartment,,53.7676704,-7.3163083,neighborhood-political,201808
2017-6-26,"83 CARRIG COURT, FORTUNESTOWN LANE, SAGGART",,Dublin,210000,No,No,Second-Hand Dwelling house /Apartment,,53.2849912,-6.4279451,street_address,201706
2014-11-7,"3 ELM VALE, RIVERBANK, ANNACOTTY",,Limerick,138500,No,No,Second-Hand Dwelling house /Apartment,,52.6629529,-8.5290065,street_address,201411
2021-1-3,"NO. 34, AN CHOILL RUA, PAULSTOWN",,Kilkenny,235000,No,No,Second-Hand Dwelling house /Apartment,,52.6838939,-7.0336564,street_address,202101
2018-3-12,"No. 6 Lios Na Greine, Grillough, Lismire",,Cork,155000,Yes,Yes,New Dwelling house /Apartment,,52.2279925,-8.9428728,street_address,201803
2015-12-8,"2 AN CARRAIG ARD, BURT, DONEGAL",,Donegal,400000,No,No,Second-Hand Dwelling house /Apartment,,55.0606367,-8.2878012,premise,201512
2015-6-29,"2 Oakport, Cootehall",,Roscommon,79000,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,53.9836519,-8.1580027,street_address,201506
2019-12-7,"APT 24, BLOCKA, SMITHFIELD MARKET DUBLIN 7",Dublin 7,Dublin,367000,No,No,Second-Hand Dwelling house /Apartment,,53.3488527,-6.2790435,subpremise,201912
2019-6-27,"25 Cuil Duin Lawn, Cuil Duin, Citywest",Dublin 24,Dublin,277533.04,No,Yes,New Dwelling house /Apartment,,53.2868234,-6.4296671,street_address,201906
2019-12-9,"STICKILLEN, ARDEE, LOUTH",,Louth,180000,No,No,Second-Hand Dwelling house /Apartment,,53.856417,-6.5084609,neighborhood-political,201912
2013-12-11,"1 Stoneyford, Ballinvor",,Meath,80000,No,No,Second-Hand Dwelling house /Apartment,,53.5329149,-6.9588434,street_address,201312
2012-12-12,"14 Annadale Crescent, Drumchondra, Dublin 3",,Dublin,221000,No,No,Second-Hand Dwelling house /Apartment,,53.3705198,-6.2395863,street_address,201212
2021-8-7,"LESHAMSTOWN LANE, DRUMREE, MEATH",,Meath,650000,No,No,Second-Hand Dwelling house /Apartment,,53.5141234,-6.5781314,neighborhood-political,202108
2010-9-7,"66 OAK HILL, MOATE",,Westmeath,130000,No,No,Second-Hand Dwelling house /Apartment,,53.3949987,-7.7186188,locality-political,201009
2013-10-21,"57A Thormanby Road, Howth",,Dublin,480000,No,No,Second-Hand Dwelling house /Apartment,,53.3842671,-6.0638043,street_address,201310
2011-7-18,"Barnetreana, Ardrahan, County Galway",,Galway,230000,Yes,No,Second-Hand Dwelling house /Apartment,,53.1564343,-8.8058651,locality-political,201107
2014-12-18,"6 NORTHBROOK, CASTLEBAR, MAYO",,Mayo,107000,No,No,Second-Hand Dwelling house /Apartment,,53.8588239,-9.2880845,street_address,201412
2016-3-24,"83 CARRIGWEIR, TUAM, GALWAY",,Galway,125500,No,No,Second-Hand Dwelling house /Apartment,,53.5146214,-8.8639774,street_address,201603
2021-12-3,"10 WHITETHORN WALK, CARRIGLEA DOWNS, DUN LAOGHAIRE",,Dublin,525000,No,No,Second-Hand Dwelling house /Apartment,,53.2787653,-6.1501923,street_address,202112
2014-8-22,"2 THE COURT, ROBSWALL, MALAHIDE",,Dublin,215000,No,No,Second-Hand Dwelling house /Apartment,,53.4444001,-6.134041,street_address,201408
2014-4-24,"32 Greenhills, South Douglas Road",,Cork,235000,No,No,Second-Hand Dwelling house /Apartment,,51.8797396,-8.4534751,street_address,201404
2019-5-9,"1 SEASON PARK CLOSE, SEASON PARK, NEWTOWNMOUNTKENNEDY",,Wicklow,414077,No,Yes,New Dwelling house /Apartment,,53.0960988,-6.1145548,street_address,201905
2011-12-22,"18 Lissoran, Ballinspittle",,Cork,99000,No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,51.6661702,-8.5983483,street_address,201112
2019-1-29,"4 ALLEN STREET, WEXFORD, WEXFORD",,Wexford,62500,No,No,Second-Hand Dwelling house /Apartment,,52.3371493,-6.4610669,establishment-parking-point_of_interest,201901
2018-11-22,"CASTLEQUARTER, BUNCLODY, WEXFORD",,Wexford,260000,No,No,Second-Hand Dwelling house /Apartment,,52.6287559,-6.6195357,neighborhood-political,201811
2015-7-29,"23 OAKFIELD, HOPHILL, TULLAMORE",,Offaly,155000,No,No,Second-Hand Dwelling house /Apartment,,53.2695034,-7.4837989,street_address,201507
2021-9-3,"Gallagh, Castleblakeney, Ballinasloe",,Galway,250000,No,Yes,New Dwelling house /Apartment,,53.4294303,-8.4747317,locality-political,202109
2015-11-9,"47 PAKENHAM HOUSE, SPENCER DOCK, DUBLIN 1",Dublin 1,Dublin,402500,No,No,Second-Hand Dwelling house /Apartment,,53.3499578,-6.2377346,establishment-premise,201511
2017-5-22,"7 THE STILES RD, CLONTARF, DUBLIN",Dublin 3,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment,,53.3689799,-6.2087734,street_address,201705
2017-6-15,"THE COTTAGE, MCGRATH PARK, SKEHARD RD",,Cork,142500,No,No,Second-Hand Dwelling house /Apartment,,51.8893034,-8.4147543,route,201706
2014-1-14,"APT 16, FOUR SEASONS, BALLSBRIDGE",,Dublin,750000,No,No,Second-Hand Dwelling house /Apartment,,53.3265731,-6.2258611,establishment-lodging-point_of_interest,201401
2018-3-12,"8 FERNHILL COURT, GLEBEMOUNT, WICKLOW",,Wicklow,354064,No,No,Second-Hand Dwelling house /Apartment,,52.9828123,-6.0545076,street_address,201803
2020-8-28,"11 MORNINGTON CLOSE, TRIM, COUNTY MEATH",,Meath,144000,No,No,Second-Hand Dwelling house /Apartment,,53.5498116,-6.7892401,street_address,202008
2021-8-3,"16 OULSTER LANE, DROGHEDA, LOUTH",,Louth,148000,No,No,Second-Hand Dwelling house /Apartment,,53.7182463,-6.3444929,street_address,202108
2016-8-29,"66 PARK BLVD, FRENCH PARK, TYRRELSTOWN DUBLIN 15",Dublin 15,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment,,53.4193579,-6.3870428,street_address,201608
2014-8-20,"11 ELLESMERE COURT, DINGLEI COUSCH, WEST END",,Donegal,56000,No,No,Second-Hand Dwelling house /Apartment,,-38.1706827,145.1531264,premise,201408
2017-3-4,"18 THE WILLOWS, CASTLE HEIGHTS KILMONEY, CARRIGALINE",,Cork,240000,No,No,Second-Hand Dwelling house /Apartment,,51.8043868,-8.4035969,street_address,201703
2016-1-12,"2 BALLINGLANNA HOLIDAY HOMES, CLONAKILTY, CORK",,Cork,222000,No,No,Second-Hand Dwelling house /Apartment,,51.5952456,-8.8090823,street_address,201601
2015-7-4,"5B THE ASH, AVENUE, COUNTESS RD",,Kerry,125000,No,No,Second-Hand Dwelling house /Apartment,,52.0582695,-9.4999837,establishment-point_of_interest,201507
2012-3-13,"63 BELVEDERE GROVE, COOLCOTTS, WEXFORD",,Wexford,95000,No,No,Second-Hand Dwelling house /Apartment,,52.3365329,-6.4767476,street_address,201203
2015-5-15,"14 The Close, Coolroe Meadows, Ballincollig",,Cork,280000,No,No,Second-Hand Dwelling house /Apartment,,51.8819231,-8.6174094,street_address,201505
2021-11-24,"23 TREES AVE, NEWLANDS, WEXFORD",,Wexford,210000,No,No,Second-Hand Dwelling house /Apartment,,52.3396222,-6.483908,street_address,202111
2020-9-18,"26 WOODBERRY HEIGHTS, CASTLEREDMOND, MIDLETON",,Cork,282000,No,No,Second-Hand Dwelling house /Apartment,,51.9013995,-8.1602888,street_address,202009
2018-8-29,"SUAIMHNEAS COTTAGE, VERMOUNT, MENLOUGH",,Galway,80000,No,No,Second-Hand Dwelling house /Apartment,,44.5588028,-72.5778415,administrative_area_level_1-political,201808
2018-5-25,"114 RIALTO COTTAGES, RIALTO, DUBLIN 8",Dublin 8,Dublin,316000,No,No,Second-Hand Dwelling house /Apartment,,53.3365689,-6.2974059,street_address,201805
2017-11-5,"45 POCOCKE UPPER, JOHNSWELL RD, KILKENNY",,Kilkenny,210000,No,No,Second-Hand Dwelling house /Apartment,,52.6654648,-7.2291703,street_address,201711
2018-6-22,"DEER PARK EAST, WESTPORT, MAYO",,Mayo,150000,No,No,Second-Hand Dwelling house /Apartment,,53.8060896,-9.5208225,route,201806
2021-12-13,"10 CYPRIAN AVENUE, RHEBAN MANOR, ATHY",,Kildare,185000,No,No,Second-Hand Dwelling house /Apartment,,52.9966725,-6.9770907,street_address,202112
2016-11-25,"THE HILL, KNOCKLONG EAST, CO. LIMERICK",,Limerick,40000,No,No,Second-Hand Dwelling house /Apartment,,52.4367599,-8.4103468,locality-political,201611
2015-4-15,"313 Beechwood Court, Stillorgan Road",,Dublin,268329,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.2823687,-6.1905639,route,201504
2018-1-17,"38 Royal Canal Avenue, Royal Canal Park, Ratoath Road",,Dublin,383259.99,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.3753365,-6.3105968,street_address,201801
2011-11-28,"43 Cromwellsfort Avenue, Mulgannon, Wexford",,Wexford,102950,No,No,Second-Hand Dwelling house /Apartment,,52.329319,-6.461321,subpremise,201111
2018-7-27,"36 CLONSHAUGH RD, RIVERSIDE ESTATE, COOLOCK DUBLIN 17",Dublin 17,Dublin,325000,No,No,Second-Hand Dwelling house /Apartment,,53.3982418,-6.2145143,street_address,201807
2021-2-11,"11 Mill Avenue, Millerstown, Maynooth Road",,Meath,350000,No,Yes,New Dwelling house /Apartment,,53.3990744,-6.6594792,street_address,202102
2019-2-21,"28 PEBBLE WALK, PEBBLE BEACH, TRAMORE",,Waterford,93000,No,No,Second-Hand Dwelling house /Apartment,,52.1635095,-7.141793,route,201902
2014-8-29,"7 CLONARD AVE, SANDYFORD RD, DUNDRUM DUBLIN 16",Dublin 16,Dublin,535000,No,No,Second-Hand Dwelling house /Apartment,,53.2767601,-6.2326367,street_address,201408
2015-9-28,"Apartment 377, The Oak, Trimbleston  Goatstown Road",Dublin 15,Dublin,507220,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.2997351,-6.2329385,establishment-lodging-point_of_interest,201509
2016-9-22,"3 ST JOHN'S CLOSE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,192000,No,No,Second-Hand Dwelling house /Apartment,,53.3160201,-6.4071136,street_address,201609
2015-10-3,"HAZEL HOUSE, BRIDE ST, LOUGHREA",,Galway,90000,No,No,Second-Hand Dwelling house /Apartment,,53.1994004,-8.5643683,premise,201510
2019-1-8,"61 DANESFORT DR, LOUGHREA, GALWAY",,Galway,169000,No,No,Second-Hand Dwelling house /Apartment,,53.2035279,-8.5562934,street_address,201901
2013-6-2,"Grianan, Ballinclea Road, Killiney",,Dublin,530000,No,No,Second-Hand Dwelling house /Apartment,,53.2646415,-6.133857,premise,201306
2019-11-7,"19 HOLYWELL MANOR, GORSE HILL, FELTRIM",,Dublin,205000,No,No,Second-Hand Dwelling house /Apartment,,51.7565574,-1.2474682,premise,201911
